"SG_UF_NOT";"DS_UF_SIGLA";"Ano.epidemiológico";"Semana.epidemiológica";"virus";"Median";"LI";"LS";"casos.registrados";"casos.estimados";"media.movel"
15;"PA";2024;18;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;18;"RINO";NA;NA;NA;15;15;10
15;"PA";2024;18;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;19;"SARS2";NA;NA;NA;1;1;3
15;"PA";2024;19;"VSR";NA;NA;NA;14;14;16
15;"PA";2024;19;"FLU_A";NA;NA;NA;9;9;8
15;"PA";2024;19;"FLU_B";NA;NA;NA;1;1;0
15;"PA";2024;19;"RINO";NA;NA;NA;9;9;11
15;"PA";2024;19;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;20;"SARS2";NA;NA;NA;5;5;4
15;"PA";2024;20;"VSR";NA;NA;NA;19;19;14
15;"PA";2024;20;"FLU_A";NA;NA;NA;9;9;7
15;"PA";2024;20;"FLU_B";NA;NA;NA;0;0;1
15;"PA";2024;20;"RINO";NA;NA;NA;8;8;10
15;"PA";2024;20;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;21;"SARS2";NA;NA;NA;5;5;5
15;"PA";2024;21;"VSR";NA;NA;NA;8;8;10
15;"PA";2024;21;"FLU_A";NA;NA;NA;4;4;5
15;"PA";2024;21;"FLU_B";NA;NA;NA;1;1;0
15;"PA";2024;21;"RINO";NA;NA;NA;12;12;10
15;"PA";2024;21;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;22;"SARS2";NA;NA;NA;4;4;4
15;"PA";2024;22;"VSR";NA;NA;NA;4;4;5
15;"PA";2024;22;"FLU_A";NA;NA;NA;3;3;4
15;"PA";2024;22;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;22;"RINO";NA;NA;NA;10;10;9
15;"PA";2024;22;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;23;"SARS2";NA;NA;NA;4;4;3
15;"PA";2024;23;"VSR";NA;NA;NA;2;2;3
15;"PA";2024;23;"FLU_A";NA;NA;NA;6;6;3
15;"PA";2024;23;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;23;"RINO";NA;NA;NA;4;4;7
15;"PA";2024;23;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;24;"SARS2";NA;NA;NA;2;2;3
15;"PA";2024;24;"VSR";NA;NA;NA;3;3;2
15;"PA";2024;24;"FLU_A";NA;NA;NA;1;1;3
15;"PA";2024;24;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;24;"RINO";NA;NA;NA;6;6;7
15;"PA";2024;24;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;25;"SARS2";NA;NA;NA;2;2;2
15;"PA";2024;25;"VSR";NA;NA;NA;2;2;3
15;"PA";2024;25;"FLU_A";NA;NA;NA;2;2;1
15;"PA";2024;25;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;25;"RINO";NA;NA;NA;11;11;8
15;"PA";2024;25;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;26;"SARS2";NA;NA;NA;2;2;3
15;"PA";2024;26;"VSR";NA;NA;NA;4;4;3
15;"PA";2024;26;"FLU_A";NA;NA;NA;0;0;1
15;"PA";2024;26;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;26;"RINO";NA;NA;NA;8;8;9
15;"PA";2024;26;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;27;"SARS2";NA;NA;NA;5;5;3
15;"PA";2024;27;"VSR";NA;NA;NA;4;4;5
15;"PA";2024;27;"FLU_A";NA;NA;NA;1;1;1
15;"PA";2024;27;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;27;"RINO";NA;NA;NA;8;8;7
15;"PA";2024;27;"METAP";NA;NA;NA;1;1;1
15;"PA";2024;28;"SARS2";NA;NA;NA;3;3;4
15;"PA";2024;28;"VSR";NA;NA;NA;6;6;4
15;"PA";2024;28;"FLU_A";NA;NA;NA;1;1;1
15;"PA";2024;28;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;28;"RINO";NA;NA;NA;6;6;8
15;"PA";2024;28;"METAP";NA;NA;NA;1;1;1
15;"PA";2024;29;"SARS2";NA;NA;NA;3;3;3
15;"PA";2024;29;"VSR";NA;NA;NA;2;2;3
15;"PA";2024;29;"FLU_A";NA;NA;NA;1;1;1
15;"PA";2024;29;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;29;"RINO";NA;NA;NA;11;11;8
15;"PA";2024;29;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;30;"SARS2";NA;NA;NA;3;3;3
15;"PA";2024;30;"VSR";NA;NA;NA;0;0;1
15;"PA";2024;30;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;30;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;30;"RINO";NA;NA;NA;6;6;8
15;"PA";2024;30;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;31;"SARS2";NA;NA;NA;3;3;4
15;"PA";2024;31;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;31;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;31;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;31;"RINO";NA;NA;NA;8;8;6
15;"PA";2024;31;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;32;"SARS2";NA;NA;NA;6;6;4
15;"PA";2024;32;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;32;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;32;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;32;"RINO";NA;NA;NA;3;3;5
15;"PA";2024;32;"METAP";NA;NA;NA;1;1;0
15;"PA";2024;33;"SARS2";NA;NA;NA;3;3;3
15;"PA";2024;33;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;33;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;33;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;33;"RINO";NA;NA;NA;3;3;2
15;"PA";2024;33;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;34;"SARS2";NA;NA;NA;0;0;1
15;"PA";2024;34;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;34;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;34;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;34;"RINO";NA;NA;NA;1;1;3
15;"PA";2024;34;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;35;"SARS2";NA;NA;NA;0;0;0
15;"PA";2024;35;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;35;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;35;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;35;"RINO";NA;NA;NA;5;5;4
15;"PA";2024;35;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;36;"SARS2";NA;NA;NA;1;1;1
15;"PA";2024;36;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;36;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;36;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;36;"RINO";NA;NA;NA;7;7;7
15;"PA";2024;36;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;37;"SARS2";NA;NA;NA;2;2;2
15;"PA";2024;37;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;37;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;37;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;37;"RINO";NA;NA;NA;9;9;10
15;"PA";2024;37;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;38;"SARS2";NA;NA;NA;2;2;1
15;"PA";2024;38;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;38;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;38;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;38;"RINO";NA;NA;NA;14;14;9
15;"PA";2024;38;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;39;"SARS2";NA;NA;NA;0;0;1
15;"PA";2024;39;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;39;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;39;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;39;"RINO";NA;NA;NA;5;5;9
15;"PA";2024;39;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;40;"SARS2";NA;NA;NA;0;0;1
15;"PA";2024;40;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;40;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;40;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;40;"RINO";NA;NA;NA;9;9;7
15;"PA";2024;40;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;41;"SARS2";NA;NA;NA;2;2;1
15;"PA";2024;41;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;41;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;41;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;41;"RINO";NA;NA;NA;6;6;8
15;"PA";2024;41;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;42;"SARS2";NA;NA;NA;0;0;1
15;"PA";2024;42;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;42;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;42;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;42;"RINO";NA;NA;NA;8;8;8
15;"PA";2024;42;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;43;"SARS2";NA;NA;NA;1;1;0
15;"PA";2024;43;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;43;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;43;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;43;"RINO";NA;NA;NA;10;10;8
15;"PA";2024;43;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;44;"SARS2";NA;NA;NA;0;0;1
15;"PA";2024;44;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;44;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;44;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;44;"RINO";NA;NA;NA;6;6;9
15;"PA";2024;44;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;45;"SARS2";NA;NA;NA;1;1;0
15;"PA";2024;45;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;45;"FLU_A";NA;NA;NA;1;1;0
15;"PA";2024;45;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;45;"RINO";NA;NA;NA;10;10;9
15;"PA";2024;45;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;46;"SARS2";NA;NA;NA;0;0;0
15;"PA";2024;46;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;46;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;46;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;46;"RINO";NA;NA;NA;12;12;10
15;"PA";2024;46;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;47;"SARS2";NA;NA;NA;0;0;0
15;"PA";2024;47;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;47;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;47;"FLU_B";NA;NA;NA;0;0;1
15;"PA";2024;47;"RINO";NA;NA;NA;7;7;8
15;"PA";2024;47;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;48;"SARS2";NA;NA;NA;0;0;0
15;"PA";2024;48;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;48;"FLU_A";NA;NA;NA;1;1;0
15;"PA";2024;48;"FLU_B";NA;NA;NA;2;2;1
15;"PA";2024;48;"RINO";NA;NA;NA;4;4;7
15;"PA";2024;48;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;49;"SARS2";NA;NA;NA;1;1;3
15;"PA";2024;49;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;49;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;49;"FLU_B";NA;NA;NA;1;1;1
15;"PA";2024;49;"RINO";NA;NA;NA;9;9;7
15;"PA";2024;49;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;50;"SARS2";NA;NA;NA;9;9;6
15;"PA";2024;50;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;50;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;50;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;50;"RINO";NA;NA;NA;7;7;7
15;"PA";2024;50;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;51;"SARS2";NA;NA;NA;7;7;10
15;"PA";2024;51;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;51;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;51;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;51;"RINO";NA;NA;NA;4;4;5
15;"PA";2024;51;"METAP";NA;NA;NA;0;0;0
15;"PA";2024;52;"SARS2";NA;NA;NA;13;13;14
15;"PA";2024;52;"VSR";NA;NA;NA;0;0;0
15;"PA";2024;52;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2024;52;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2024;52;"RINO";NA;NA;NA;3;3;3
15;"PA";2024;52;"METAP";NA;NA;NA;0;0;0
15;"PA";2025;1;"SARS2";NA;NA;NA;22;22;22
15;"PA";2025;1;"VSR";NA;NA;NA;0;0;0
15;"PA";2025;1;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2025;1;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2025;1;"RINO";NA;NA;NA;3;3;3
15;"PA";2025;1;"METAP";NA;NA;NA;1;1;0
15;"PA";2025;2;"SARS2";NA;NA;NA;32;32;23
15;"PA";2025;2;"VSR";NA;NA;NA;1;1;0
15;"PA";2025;2;"FLU_A";NA;NA;NA;1;1;0
15;"PA";2025;2;"FLU_B";NA;NA;NA;1;1;0
15;"PA";2025;2;"RINO";NA;NA;NA;4;4;2
15;"PA";2025;2;"METAP";NA;NA;NA;0;0;0
15;"PA";2025;3;"SARS2";NA;NA;NA;16;16;22
15;"PA";2025;3;"VSR";NA;NA;NA;0;0;0
15;"PA";2025;3;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2025;3;"FLU_B";NA;NA;NA;0;0;1
15;"PA";2025;3;"RINO";NA;NA;NA;0;0;2
15;"PA";2025;3;"METAP";NA;NA;NA;0;0;0
15;"PA";2025;4;"SARS2";NA;NA;NA;17;17;15
15;"PA";2025;4;"VSR";NA;NA;NA;0;0;0
15;"PA";2025;4;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2025;4;"FLU_B";NA;NA;NA;1;1;0
15;"PA";2025;4;"RINO";NA;NA;NA;1;1;2
15;"PA";2025;4;"METAP";NA;NA;NA;0;0;0
15;"PA";2025;5;"SARS2";NA;NA;NA;12;12;11
15;"PA";2025;5;"VSR";NA;NA;NA;0;0;0
15;"PA";2025;5;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2025;5;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2025;5;"RINO";NA;NA;NA;4;4;4
15;"PA";2025;5;"METAP";NA;NA;NA;0;0;0
15;"PA";2025;6;"SARS2";NA;NA;NA;3;3;6
15;"PA";2025;6;"VSR";NA;NA;NA;0;0;0
15;"PA";2025;6;"FLU_A";NA;NA;NA;0;0;1
15;"PA";2025;6;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2025;6;"RINO";NA;NA;NA;7;7;10
15;"PA";2025;6;"METAP";NA;NA;NA;0;0;0
15;"PA";2025;7;"SARS2";NA;NA;NA;3;3;4
15;"PA";2025;7;"VSR";NA;NA;NA;0;0;0
15;"PA";2025;7;"FLU_A";NA;NA;NA;2;2;1
15;"PA";2025;7;"FLU_B";NA;NA;NA;0;0;1
15;"PA";2025;7;"RINO";NA;NA;NA;20;20;13
15;"PA";2025;7;"METAP";NA;NA;NA;0;0;0
15;"PA";2025;8;"SARS2";NA;NA;NA;5;5;4
15;"PA";2025;8;"VSR";NA;NA;NA;1;1;1
15;"PA";2025;8;"FLU_A";NA;NA;NA;1;1;2
15;"PA";2025;8;"FLU_B";NA;NA;NA;2;2;2
15;"PA";2025;8;"RINO";NA;NA;NA;11;11;15
15;"PA";2025;8;"METAP";NA;NA;NA;0;0;0
15;"PA";2025;9;"SARS2";NA;NA;NA;4;4;4
15;"PA";2025;9;"VSR";NA;NA;NA;3;3;2
15;"PA";2025;9;"FLU_A";NA;NA;NA;2;2;2
15;"PA";2025;9;"FLU_B";NA;NA;NA;3;3;3
15;"PA";2025;9;"RINO";NA;NA;NA;13;13;11
15;"PA";2025;9;"METAP";NA;NA;NA;0;0;0
15;"PA";2025;10;"SARS2";NA;NA;NA;3;3;3
15;"PA";2025;10;"VSR";NA;NA;NA;2;2;3
15;"PA";2025;10;"FLU_A";NA;NA;NA;3;3;3
15;"PA";2025;10;"FLU_B";NA;NA;NA;4;4;3
15;"PA";2025;10;"RINO";NA;NA;NA;8;8;10
15;"PA";2025;10;"METAP";NA;NA;NA;0;0;1
15;"PA";2025;11;"SARS2";NA;NA;NA;3;3;3
15;"PA";2025;11;"VSR";NA;NA;NA;3;3;3
15;"PA";2025;11;"FLU_A";NA;NA;NA;5;5;6
15;"PA";2025;11;"FLU_B";NA;NA;NA;2;2;3
15;"PA";2025;11;"RINO";NA;NA;NA;8;8;8
15;"PA";2025;11;"METAP";NA;NA;NA;2;2;2
15;"PA";2025;12;"SARS2";NA;NA;NA;3;3;3
15;"PA";2025;12;"VSR";NA;NA;NA;5;5;4
15;"PA";2025;12;"FLU_A";NA;NA;NA;10;10;10
15;"PA";2025;12;"FLU_B";NA;NA;NA;4;4;3
15;"PA";2025;12;"RINO";NA;NA;NA;9;9;9
15;"PA";2025;12;"METAP";NA;NA;NA;5;5;4
15;"PA";2025;13;"SARS2";NA;NA;NA;3;3;2
15;"PA";2025;13;"VSR";NA;NA;NA;3;3;5
15;"PA";2025;13;"FLU_A";NA;NA;NA;14;14;15
15;"PA";2025;13;"FLU_B";NA;NA;NA;3;3;4
15;"PA";2025;13;"RINO";NA;NA;NA;9;9;8
15;"PA";2025;13;"METAP";NA;NA;NA;5;5;4
15;"PA";2025;14;"SARS2";NA;NA;NA;0;0;1
15;"PA";2025;14;"VSR";NA;NA;NA;8;8;6
15;"PA";2025;14;"FLU_A";NA;NA;NA;21;21;19
15;"PA";2025;14;"FLU_B";NA;NA;NA;4;4;3
15;"PA";2025;14;"RINO";NA;NA;NA;5;5;7
15;"PA";2025;14;"METAP";NA;NA;NA;1;1;2
15;"PA";2025;15;"SARS2";NA;NA;NA;1;1;1
15;"PA";2025;15;"VSR";NA;NA;NA;6;6;10
15;"PA";2025;15;"FLU_A";NA;NA;NA;23;23;24
15;"PA";2025;15;"FLU_B";NA;NA;NA;2;2;2
15;"PA";2025;15;"RINO";NA;NA;NA;6;6;4
15;"PA";2025;15;"METAP";NA;NA;NA;1;1;1
15;"PA";2025;16;"SARS2";NA;NA;NA;2;2;1
15;"PA";2025;16;"VSR";NA;NA;NA;15;15;13
15;"PA";2025;16;"FLU_A";NA;NA;NA;27;27;25
15;"PA";2025;16;"FLU_B";NA;NA;NA;1;1;2
15;"PA";2025;16;"RINO";NA;NA;NA;0;0;4
15;"PA";2025;16;"METAP";NA;NA;NA;2;2;1
15;"PA";2025;17;"SARS2";NA;NA;NA;1;1;1
15;"PA";2025;17;"VSR";NA;NA;NA;17;17;17
15;"PA";2025;17;"FLU_A";NA;NA;NA;24;24;26
15;"PA";2025;17;"FLU_B";NA;NA;NA;4;4;3
15;"PA";2025;17;"RINO";NA;NA;NA;5;5;5
15;"PA";2025;17;"METAP";NA;NA;NA;0;0;2
15;"PA";2025;18;"SARS2";NA;NA;NA;1;1;1
15;"PA";2025;18;"VSR";NA;NA;NA;18;18;21
15;"PA";2025;18;"FLU_A";NA;NA;NA;27;27;25
15;"PA";2025;18;"FLU_B";NA;NA;NA;3;3;3
15;"PA";2025;18;"RINO";NA;NA;NA;9;9;6
15;"PA";2025;18;"METAP";NA;NA;NA;3;3;1
15;"PA";2025;19;"SARS2";NA;NA;NA;2;2;2
15;"PA";2025;19;"VSR";NA;NA;NA;27;27;25
15;"PA";2025;19;"FLU_A";NA;NA;NA;23;23;23
15;"PA";2025;19;"FLU_B";NA;NA;NA;1;1;2
15;"PA";2025;19;"RINO";NA;NA;NA;5;5;9
15;"PA";2025;19;"METAP";NA;NA;NA;1;1;2
15;"PA";2025;20;"SARS2";NA;NA;NA;2;2;2
15;"PA";2025;20;"VSR";NA;NA;NA;29;29;27
15;"PA";2025;20;"FLU_A";NA;NA;NA;19;19;19
15;"PA";2025;20;"FLU_B";NA;NA;NA;1;1;1
15;"PA";2025;20;"RINO";NA;NA;NA;14;14;9
15;"PA";2025;20;"METAP";NA;NA;NA;1;1;1
15;"PA";2025;21;"SARS2";NA;NA;NA;1;1;2
15;"PA";2025;21;"VSR";NA;NA;NA;25;25;28
15;"PA";2025;21;"FLU_A";NA;NA;NA;14;14;16
15;"PA";2025;21;"FLU_B";NA;NA;NA;1;1;1
15;"PA";2025;21;"RINO";NA;NA;NA;9;9;12
15;"PA";2025;21;"METAP";NA;NA;NA;1;1;1
15;"PA";2025;22;"SARS2";NA;NA;NA;2;2;1
15;"PA";2025;22;"VSR";NA;NA;NA;29;29;26
15;"PA";2025;22;"FLU_A";NA;NA;NA;15;15;15
15;"PA";2025;22;"FLU_B";NA;NA;NA;1;1;1
15;"PA";2025;22;"RINO";NA;NA;NA;13;13;14
15;"PA";2025;22;"METAP";NA;NA;NA;2;2;1
15;"PA";2025;23;"SARS2";NA;NA;NA;1;1;2
15;"PA";2025;23;"VSR";NA;NA;NA;24;24;25
15;"PA";2025;23;"FLU_A";NA;NA;NA;15;15;12
15;"PA";2025;23;"FLU_B";NA;NA;NA;1;1;1
15;"PA";2025;23;"RINO";NA;NA;NA;19;19;16
15;"PA";2025;23;"METAP";NA;NA;NA;1;1;1
15;"PA";2025;24;"SARS2";NA;NA;NA;2;2;1
15;"PA";2025;24;"VSR";NA;NA;NA;22;22;27
15;"PA";2025;24;"FLU_A";NA;NA;NA;7;7;10
15;"PA";2025;24;"FLU_B";NA;NA;NA;1;1;1
15;"PA";2025;24;"RINO";NA;NA;NA;17;17;18
15;"PA";2025;24;"METAP";NA;NA;NA;1;1;1
15;"PA";2025;25;"SARS2";NA;NA;NA;1;1;1
15;"PA";2025;25;"VSR";NA;NA;NA;34;34;27
15;"PA";2025;25;"FLU_A";NA;NA;NA;7;7;6
15;"PA";2025;25;"FLU_B";NA;NA;NA;2;2;2
15;"PA";2025;25;"RINO";NA;NA;NA;17;17;18
15;"PA";2025;25;"METAP";NA;NA;NA;1;1;1
15;"PA";2025;26;"SARS2";NA;NA;NA;1;1;2
15;"PA";2025;26;"VSR";NA;NA;NA;26;26;28
15;"PA";2025;26;"FLU_A";NA;NA;NA;5;5;5
15;"PA";2025;26;"FLU_B";NA;NA;NA;2;2;2
15;"PA";2025;26;"RINO";NA;NA;NA;21;21;18
15;"PA";2025;26;"METAP";NA;NA;NA;2;2;1
15;"PA";2025;27;"SARS2";NA;NA;NA;4;4;2
15;"PA";2025;27;"VSR";NA;NA;NA;25;25;22
15;"PA";2025;27;"FLU_A";NA;NA;NA;3;3;3
15;"PA";2025;27;"FLU_B";NA;NA;NA;1;1;1
15;"PA";2025;27;"RINO";NA;NA;NA;15;15;17
15;"PA";2025;27;"METAP";NA;NA;NA;1;1;2
15;"PA";2025;28;"SARS2";NA;NA;NA;1;1;4
15;"PA";2025;28;"VSR";NA;NA;NA;16;16;19
15;"PA";2025;28;"FLU_A";NA;NA;NA;1;1;2
15;"PA";2025;28;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2025;28;"RINO";NA;NA;NA;16;16;17
15;"PA";2025;28;"METAP";NA;NA;NA;2;2;1
15;"PA";2025;29;"SARS2";NA;NA;NA;6;6;3
15;"PA";2025;29;"VSR";NA;NA;NA;15;15;15
15;"PA";2025;29;"FLU_A";NA;NA;NA;2;2;1
15;"PA";2025;29;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2025;29;"RINO";NA;NA;NA;19;19;16
15;"PA";2025;29;"METAP";NA;NA;NA;0;0;1
15;"PA";2025;30;"SARS2";NA;NA;NA;2;2;4
15;"PA";2025;30;"VSR";NA;NA;NA;13;13;12
15;"PA";2025;30;"FLU_A";NA;NA;NA;1;1;1
15;"PA";2025;30;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2025;30;"RINO";NA;NA;NA;13;13;14
15;"PA";2025;30;"METAP";NA;NA;NA;1;1;0
15;"PA";2025;31;"SARS2";NA;NA;NA;3;3;4
15;"PA";2025;31;"VSR";NA;NA;NA;7;7;7
15;"PA";2025;31;"FLU_A";NA;NA;NA;0;0;1
15;"PA";2025;31;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2025;31;"RINO";NA;NA;NA;11;11;15
15;"PA";2025;31;"METAP";NA;NA;NA;0;0;1
15;"PA";2025;32;"SARS2";NA;NA;NA;8;8;8
15;"PA";2025;32;"VSR";NA;NA;NA;1;1;3
15;"PA";2025;32;"FLU_A";NA;NA;NA;1;1;0
15;"PA";2025;32;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2025;32;"RINO";NA;NA;NA;20;20;15
15;"PA";2025;32;"METAP";NA;NA;NA;2;2;1
15;"PA";2025;33;"SARS2";NA;NA;NA;12;12;10
15;"PA";2025;33;"VSR";NA;NA;NA;1;1;2
15;"PA";2025;33;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2025;33;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2025;33;"RINO";NA;NA;NA;15;15;16
15;"PA";2025;33;"METAP";NA;NA;NA;1;1;2
15;"PA";2025;34;"SARS2";NA;NA;NA;10;10;10
15;"PA";2025;34;"VSR";NA;NA;NA;5;5;3
15;"PA";2025;34;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2025;34;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2025;34;"RINO";NA;NA;NA;14;14;14
15;"PA";2025;34;"METAP";NA;NA;NA;2;2;1
15;"PA";2025;35;"SARS2";NA;NA;NA;9;9;8
15;"PA";2025;35;"VSR";NA;NA;NA;2;2;2
15;"PA";2025;35;"FLU_A";NA;NA;NA;1;1;0
15;"PA";2025;35;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2025;35;"RINO";NA;NA;NA;13;13;13
15;"PA";2025;35;"METAP";NA;NA;NA;0;0;1
15;"PA";2025;36;"SARS2";NA;NA;NA;5;5;6
15;"PA";2025;36;"VSR";NA;NA;NA;0;0;1
15;"PA";2025;36;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2025;36;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2025;36;"RINO";NA;NA;NA;12;12;12
15;"PA";2025;36;"METAP";NA;NA;NA;0;0;0
15;"PA";2025;37;"SARS2";NA;NA;NA;3;3;3
15;"PA";2025;37;"VSR";NA;NA;NA;0;0;0
15;"PA";2025;37;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2025;37;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2025;37;"RINO";NA;NA;NA;11;11;12
15;"PA";2025;37;"METAP";NA;NA;NA;0;0;0
15;"PA";2025;38;"SARS2";NA;NA;NA;1;1;2
15;"PA";2025;38;"VSR";NA;NA;NA;0;0;0
15;"PA";2025;38;"FLU_A";NA;NA;NA;0;0;0
15;"PA";2025;38;"FLU_B";NA;NA;NA;0;0;0
15;"PA";2025;38;"RINO";NA;NA;NA;13;13;13
15;"PA";2025;38;"METAP";NA;NA;NA;0;0;0
15;"PA";2025;39;"SARS2";NA;NA;NA;2;2;1
15;"PA";2025;39;"VSR";NA;NA;NA;0;0;0
