"SG_UF_NOT";"DS_UF_SIGLA";"Ano.epidemiológico";"Semana.epidemiológica";"virus";"Median";"LI";"LS";"casos.registrados";"casos.estimados";"media.movel"
31;"MG";2025;24;"SARS2";NA;NA;NA;7;7;11
31;"MG";2025;24;"VSR";NA;NA;NA;260;260;255
31;"MG";2025;24;"FLU_A";NA;NA;NA;229;229;224
31;"MG";2025;24;"FLU_B";NA;NA;NA;5;5;5
31;"MG";2025;24;"RINO";NA;NA;NA;131;131;133
31;"MG";2025;24;"METAP";NA;NA;NA;4;4;3
31;"MG";2025;25;"SARS2";NA;NA;NA;11;11;8
31;"MG";2025;25;"VSR";NA;NA;NA;210;210;218
31;"MG";2025;25;"FLU_A";NA;NA;NA;150;150;160
31;"MG";2025;25;"FLU_B";NA;NA;NA;7;7;6
31;"MG";2025;25;"RINO";NA;NA;NA;126;126;126
31;"MG";2025;25;"METAP";NA;NA;NA;1;1;2
31;"MG";2025;26;"SARS2";NA;NA;NA;6;6;8
31;"MG";2025;26;"VSR";NA;NA;NA;185;185;181
31;"MG";2025;26;"FLU_A";NA;NA;NA;101;101;107
31;"MG";2025;26;"FLU_B";NA;NA;NA;5;5;6
31;"MG";2025;26;"RINO";NA;NA;NA;120;120;125
31;"MG";2025;26;"METAP";NA;NA;NA;2;2;3
31;"MG";2025;27;"SARS2";NA;NA;NA;8;8;7
31;"MG";2025;27;"VSR";NA;NA;NA;147;147;149
31;"MG";2025;27;"FLU_A";NA;NA;NA;69;69;80
31;"MG";2025;27;"FLU_B";NA;NA;NA;6;6;4
31;"MG";2025;27;"RINO";NA;NA;NA;128;128;124
31;"MG";2025;27;"METAP";NA;NA;NA;5;5;4
31;"MG";2025;28;"SARS2";NA;NA;NA;7;7;8
31;"MG";2025;28;"VSR";NA;NA;NA;116;116;118
31;"MG";2025;28;"FLU_A";NA;NA;NA;70;70;65
31;"MG";2025;28;"FLU_B";NA;NA;NA;2;2;3
31;"MG";2025;28;"RINO";NA;NA;NA;124;124;129
31;"MG";2025;28;"METAP";NA;NA;NA;4;4;4
31;"MG";2025;29;"SARS2";NA;NA;NA;8;8;8
31;"MG";2025;29;"VSR";NA;NA;NA;92;92;92
31;"MG";2025;29;"FLU_A";NA;NA;NA;56;56;53
31;"MG";2025;29;"FLU_B";NA;NA;NA;0;0;1
31;"MG";2025;29;"RINO";NA;NA;NA;136;136;121
31;"MG";2025;29;"METAP";NA;NA;NA;4;4;5
31;"MG";2025;30;"SARS2";NA;NA;NA;10;10;11
31;"MG";2025;30;"VSR";NA;NA;NA;69;69;64
31;"MG";2025;30;"FLU_A";NA;NA;NA;34;34;35
31;"MG";2025;30;"FLU_B";NA;NA;NA;1;1;2
31;"MG";2025;30;"RINO";NA;NA;NA;103;103;98
31;"MG";2025;30;"METAP";NA;NA;NA;7;7;7
31;"MG";2025;31;"SARS2";NA;NA;NA;14;14;14
31;"MG";2025;31;"VSR";NA;NA;NA;30;30;38
31;"MG";2025;31;"FLU_A";NA;NA;NA;15;15;20
31;"MG";2025;31;"FLU_B";NA;NA;NA;4;4;2
31;"MG";2025;31;"RINO";NA;NA;NA;56;56;72
31;"MG";2025;31;"METAP";NA;NA;NA;11;11;7
31;"MG";2025;32;"SARS2";NA;NA;NA;17;17;17
31;"MG";2025;32;"VSR";NA;NA;NA;15;15;20
31;"MG";2025;32;"FLU_A";NA;NA;NA;10;10;16
31;"MG";2025;32;"FLU_B";NA;NA;NA;1;1;2
31;"MG";2025;32;"RINO";NA;NA;NA;56;56;58
31;"MG";2025;32;"METAP";NA;NA;NA;2;2;5
31;"MG";2025;33;"SARS2";NA;NA;NA;19;19;24
31;"MG";2025;33;"VSR";NA;NA;NA;16;16;13
31;"MG";2025;33;"FLU_A";NA;NA;NA;23;23;14
31;"MG";2025;33;"FLU_B";NA;NA;NA;1;1;1
31;"MG";2025;33;"RINO";NA;NA;NA;61;61;62
31;"MG";2025;33;"METAP";NA;NA;NA;2;2;4
31;"MG";2025;34;"SARS2";NA;NA;NA;37;37;34
31;"MG";2025;34;"VSR";NA;NA;NA;7;7;10
31;"MG";2025;34;"FLU_A";NA;NA;NA;10;10;16
31;"MG";2025;34;"FLU_B";NA;NA;NA;1;1;2
31;"MG";2025;34;"RINO";NA;NA;NA;70;70;59
31;"MG";2025;34;"METAP";NA;NA;NA;9;9;6
31;"MG";2025;35;"SARS2";NA;NA;NA;45;45;43
31;"MG";2025;35;"VSR";NA;NA;NA;7;7;8
31;"MG";2025;35;"FLU_A";NA;NA;NA;14;14;10
31;"MG";2025;35;"FLU_B";NA;NA;NA;3;3;3
31;"MG";2025;35;"RINO";NA;NA;NA;45;45;51
31;"MG";2025;35;"METAP";NA;NA;NA;8;8;8
31;"MG";2025;36;"SARS2";NA;NA;NA;48;48;46
31;"MG";2025;36;"VSR";NA;NA;NA;9;9;8
31;"MG";2025;36;"FLU_A";NA;NA;NA;7;7;11
31;"MG";2025;36;"FLU_B";NA;NA;NA;4;4;3
31;"MG";2025;36;"RINO";NA;NA;NA;37;37;44
31;"MG";2025;36;"METAP";NA;NA;NA;8;8;12
31;"MG";2025;37;"SARS2";NA;NA;NA;45;45;42
31;"MG";2025;37;"VSR";NA;NA;NA;7;7;7
31;"MG";2025;37;"FLU_A";NA;NA;NA;13;13;12
31;"MG";2025;37;"FLU_B";NA;NA;NA;3;3;3
31;"MG";2025;37;"RINO";NA;NA;NA;50;50;43
31;"MG";2025;37;"METAP";NA;NA;NA;20;20;13
31;"MG";2025;38;"SARS2";NA;NA;NA;34;34;39
31;"MG";2025;38;"VSR";NA;NA;NA;4;4;5
31;"MG";2025;38;"FLU_A";NA;NA;NA;16;16;14
31;"MG";2025;38;"FLU_B";NA;NA;NA;1;1;2
31;"MG";2025;38;"RINO";NA;NA;NA;43;43;43
31;"MG";2025;38;"METAP";NA;NA;NA;12;12;15
31;"MG";2025;39;"SARS2";NA;NA;NA;38;38;36
31;"MG";2025;39;"VSR";NA;NA;NA;5;5;4
31;"MG";2025;39;"FLU_A";NA;NA;NA;14;14;18
31;"MG";2025;39;"FLU_B";NA;NA;NA;1;1;1
31;"MG";2025;39;"RINO";NA;NA;NA;37;37;43
31;"MG";2025;39;"METAP";NA;NA;NA;13;13;15
31;"MG";2025;40;"SARS2";NA;NA;NA;36;36;34
31;"MG";2025;40;"VSR";NA;NA;NA;4;4;3
31;"MG";2025;40;"FLU_A";NA;NA;NA;25;25;19
31;"MG";2025;40;"FLU_B";NA;NA;NA;0;0;0
31;"MG";2025;40;"RINO";NA;NA;NA;50;50;42
31;"MG";2025;40;"METAP";NA;NA;NA;19;19;14
31;"MG";2025;41;"SARS2";NA;NA;NA;27;27;30
31;"MG";2025;41;"VSR";NA;NA;NA;1;1;3
31;"MG";2025;41;"FLU_A";NA;NA;NA;17;17;21
31;"MG";2025;41;"FLU_B";NA;NA;NA;0;0;0
31;"MG";2025;41;"RINO";NA;NA;NA;39;39;38
31;"MG";2025;41;"METAP";NA;NA;NA;10;10;15
31;"MG";2025;42;"SARS2";NA;NA;NA;26;26;28
31;"MG";2025;42;"VSR";NA;NA;NA;3;3;2
31;"MG";2025;42;"FLU_A";NA;NA;NA;20;20;18
31;"MG";2025;42;"FLU_B";NA;NA;NA;1;1;1
31;"MG";2025;42;"RINO";NA;NA;NA;25;25;35
31;"MG";2025;42;"METAP";NA;NA;NA;16;16;14
31;"MG";2025;43;"SARS2";NA;NA;NA;30;30;26
31;"MG";2025;43;"VSR";NA;NA;NA;2;2;2
31;"MG";2025;43;"FLU_A";NA;NA;NA;16;16;18
31;"MG";2025;43;"FLU_B";NA;NA;NA;2;2;1
31;"MG";2025;43;"RINO";NA;NA;NA;40;40;37
31;"MG";2025;43;"METAP";NA;NA;NA;15;15;14
31;"MG";2025;44;"SARS2";NA;NA;NA;23;23;26
31;"MG";2025;44;"VSR";NA;NA;NA;2;2;3
31;"MG";2025;44;"FLU_A";NA;NA;NA;17;17;16
31;"MG";2025;44;"FLU_B";NA;NA;NA;0;0;1
31;"MG";2025;44;"RINO";NA;NA;NA;45;45;40
31;"MG";2025;44;"METAP";NA;NA;NA;11;11;15
31;"MG";2025;45;"SARS2";NA;NA;NA;24;24;22
31;"MG";2025;45;"VSR";NA;NA;NA;4;4;2
31;"MG";2025;45;"FLU_A";NA;NA;NA;14;14;14
31;"MG";2025;45;"FLU_B";NA;NA;NA;1;1;1
31;"MG";2025;45;"RINO";NA;NA;NA;36;36;35
31;"MG";2025;45;"METAP";NA;NA;NA;19;19;15
31;"MG";2025;46;"SARS2";NA;NA;NA;18;18;20
31;"MG";2025;46;"VSR";NA;NA;NA;0;0;2
31;"MG";2025;46;"FLU_A";NA;NA;NA;10;10;10
31;"MG";2025;46;"FLU_B";NA;NA;NA;2;2;2
31;"MG";2025;46;"RINO";NA;NA;NA;24;24;30
31;"MG";2025;46;"METAP";NA;NA;NA;15;15;15
31;"MG";2025;47;"SARS2";NA;NA;NA;19;19;16
31;"MG";2025;47;"VSR";NA;NA;NA;2;2;1
31;"MG";2025;47;"FLU_A";NA;NA;NA;6;6;8
31;"MG";2025;47;"FLU_B";NA;NA;NA;2;2;1
31;"MG";2025;47;"RINO";NA;NA;NA;31;31;25
31;"MG";2025;47;"METAP";NA;NA;NA;12;12;13
31;"MG";2025;48;"SARS2";NA;NA;NA;12;12;11
31;"MG";2025;48;"VSR";NA;NA;NA;0;0;1
31;"MG";2025;48;"FLU_A";NA;NA;NA;7;7;7
31;"MG";2025;48;"FLU_B";NA;NA;NA;0;0;1
31;"MG";2025;48;"RINO";NA;NA;NA;20;20;20
31;"MG";2025;48;"METAP";NA;NA;NA;12;12;9
31;"MG";2025;49;"SARS2";NA;NA;NA;1;1;4
31;"MG";2025;49;"VSR";NA;NA;NA;0;0;0
31;"MG";2025;49;"FLU_A";NA;NA;NA;7;7;5
31;"MG";2025;49;"FLU_B";NA;NA;NA;2;2;1
31;"MG";2025;49;"RINO";NA;NA;NA;10;10;10
31;"MG";2025;49;"METAP";NA;NA;NA;4;4;5
31;"MG";2025;50;"SARS2";NA;NA;NA;0;0;0
31;"MG";2025;50;"VSR";NA;NA;NA;0;0;0
31;"MG";2025;50;"FLU_A";NA;NA;NA;0;0;2
31;"MG";2025;50;"FLU_B";NA;NA;NA;0;0;1
31;"MG";2025;50;"RINO";NA;NA;NA;0;0;3
31;"MG";2025;50;"METAP";NA;NA;NA;0;0;1
31;"MG";2025;51;"SARS2";NA;NA;NA;0;0;8
31;"MG";2025;51;"VSR";NA;NA;NA;0;0;0
31;"MG";2025;51;"FLU_A";NA;NA;NA;0;0;2
31;"MG";2025;51;"FLU_B";NA;NA;NA;0;0;1
31;"MG";2025;51;"RINO";NA;NA;NA;0;0;5
31;"MG";2025;51;"METAP";NA;NA;NA;0;0;5
31;"MG";2026;1;"SARS2";NA;NA;NA;24;24;16
31;"MG";2026;1;"VSR";NA;NA;NA;1;1;1
31;"MG";2026;1;"FLU_A";NA;NA;NA;7;7;6
31;"MG";2026;1;"FLU_B";NA;NA;NA;2;2;1
31;"MG";2026;1;"RINO";NA;NA;NA;14;14;8
31;"MG";2026;1;"METAP";NA;NA;NA;16;16;11
31;"MG";2026;2;"SARS2";NA;NA;NA;24;24;20
31;"MG";2026;2;"VSR";NA;NA;NA;1;1;2
31;"MG";2026;2;"FLU_A";NA;NA;NA;10;10;8
31;"MG";2026;2;"FLU_B";NA;NA;NA;1;1;1
31;"MG";2026;2;"RINO";NA;NA;NA;9;9;10
31;"MG";2026;2;"METAP";NA;NA;NA;17;17;12
31;"MG";2026;3;"SARS2";NA;NA;NA;12;12;17
31;"MG";2026;3;"VSR";NA;NA;NA;3;3;3
31;"MG";2026;3;"FLU_A";NA;NA;NA;7;7;8
31;"MG";2026;3;"FLU_B";NA;NA;NA;0;0;1
31;"MG";2026;3;"RINO";NA;NA;NA;8;8;11
31;"MG";2026;3;"METAP";NA;NA;NA;2;2;9
31;"MG";2026;4;"SARS2";NA;NA;NA;15;15;13
31;"MG";2026;4;"VSR";NA;NA;NA;4;4;5
31;"MG";2026;4;"FLU_A";NA;NA;NA;8;8;7
31;"MG";2026;4;"FLU_B";NA;NA;NA;2;2;1
31;"MG";2026;4;"RINO";NA;NA;NA;17;17;18
31;"MG";2026;4;"METAP";NA;NA;NA;7;7;5
31;"MG";2026;5;"SARS2";NA;NA;NA;12;12;15
31;"MG";2026;5;"VSR";NA;NA;NA;8;8;8
31;"MG";2026;5;"FLU_A";NA;NA;NA;6;6;10
31;"MG";2026;5;"FLU_B";NA;NA;NA;0;0;2
31;"MG";2026;5;"RINO";NA;NA;NA;30;30;32
31;"MG";2026;5;"METAP";NA;NA;NA;6;6;9
31;"MG";2026;6;"SARS2";NA;NA;NA;19;19;16
31;"MG";2026;6;"VSR";NA;NA;NA;11;11;9
31;"MG";2026;6;"FLU_A";NA;NA;NA;15;15;11
31;"MG";2026;6;"FLU_B";NA;NA;NA;4;4;2
31;"MG";2026;6;"RINO";NA;NA;NA;48;48;50
31;"MG";2026;6;"METAP";NA;NA;NA;13;13;11
31;"MG";2026;7;"SARS2";NA;NA;NA;18;18;20
31;"MG";2026;7;"VSR";NA;NA;NA;9;9;9
31;"MG";2026;7;"FLU_A";NA;NA;NA;11;11;15
31;"MG";2026;7;"FLU_B";NA;NA;NA;3;3;3
31;"MG";2026;7;"RINO";NA;NA;NA;72;72;61
31;"MG";2026;7;"METAP";NA;NA;NA;15;15;17
31;"MG";2026;8;"SARS2";NA;NA;NA;24;24;21
31;"MG";2026;8;"VSR";NA;NA;NA;7;7;11
31;"MG";2026;8;"FLU_A";NA;NA;NA;19;19;22
31;"MG";2026;8;"FLU_B";NA;NA;NA;1;1;3
31;"MG";2026;8;"RINO";NA;NA;NA;64;64;74
31;"MG";2026;8;"METAP";NA;NA;NA;23;23;22
31;"MG";2026;9;"SARS2";NA;NA;NA;21;21;21
31;"MG";2026;9;"VSR";NA;NA;NA;16;16;17
31;"MG";2026;9;"FLU_A";NA;NA;NA;37;37;32
31;"MG";2026;9;"FLU_B";NA;NA;NA;4;4;3
31;"MG";2026;9;"RINO";NA;NA;NA;87;87;82
31;"MG";2026;9;"METAP";NA;NA;NA;27;27;27
31;"MG";2026;10;"SARS2";NA;NA;NA;18;18;18
31;"MG";2026;10;"VSR";NA;NA;NA;27;27;27
31;"MG";2026;10;"FLU_A";NA;NA;NA;41;41;46
31;"MG";2026;10;"FLU_B";NA;NA;NA;3;3;3
31;"MG";2026;10;"RINO";NA;NA;NA;95;95;85
31;"MG";2026;10;"METAP";NA;NA;NA;30;30;26
31;"MG";2026;11;"SARS2";NA;NA;NA;15;15;17
31;"MG";2026;11;"VSR";NA;NA;NA;38;38;40
31;"MG";2026;11;"FLU_A";NA;NA;NA;61;61;62
31;"MG";2026;11;"FLU_B";NA;NA;NA;1;1;5
31;"MG";2026;11;"RINO";NA;NA;NA;73;73;77
31;"MG";2026;11;"METAP";NA;NA;NA;22;22;25
31;"MG";2026;12;"SARS2";NA;NA;NA;17;17;15
31;"MG";2026;12;"VSR";NA;NA;NA;54;54;52
31;"MG";2026;12;"FLU_A";NA;NA;NA;85;85;80
31;"MG";2026;12;"FLU_B";NA;NA;NA;10;10;6
31;"MG";2026;12;"RINO";NA;NA;NA;64;64;64
31;"MG";2026;12;"METAP";NA;NA;NA;23;23;26
31;"MG";2026;13;"SARS2";NA;NA;NA;14;14;14
31;"MG";2026;13;"VSR";NA;NA;NA;65;65;64
31;"MG";2026;13;"FLU_A";NA;NA;NA;95;95;99
31;"MG";2026;13;"FLU_B";NA;NA;NA;6;6;10
31;"MG";2026;13;"RINO";NA;NA;NA;55;55;68
31;"MG";2026;13;"METAP";NA;NA;NA;34;34;30
31;"MG";2026;14;"SARS2";NA;NA;NA;10;10;10
31;"MG";2026;14;"VSR";NA;NA;NA;73;73;83
31;"MG";2026;14;"FLU_A";NA;NA;NA;116;116;108
31;"MG";2026;14;"FLU_B";NA;NA;NA;13;13;9
31;"MG";2026;14;"RINO";NA;NA;NA;84;84;70
31;"MG";2026;14;"METAP";NA;NA;NA;34;34;34
31;"MG";2026;15;"SARS2";NA;NA;NA;7;7;10
31;"MG";2026;15;"VSR";NA;NA;NA;111;111;103
31;"MG";2026;15;"FLU_A";NA;NA;NA;113;113;114
31;"MG";2026;15;"FLU_B";NA;NA;NA;8;8;11
31;"MG";2026;15;"RINO";NA;NA;NA;71;71;80
31;"MG";2026;15;"METAP";NA;NA;NA;34;34;35
31;"MG";2026;16;"SARS2";NA;NA;NA;12;12;8
31;"MG";2026;16;"VSR";NA;NA;NA;126;126;118
31;"MG";2026;16;"FLU_A";NA;NA;NA;113;113;105
31;"MG";2026;16;"FLU_B";NA;NA;NA;12;12;11
31;"MG";2026;16;"RINO";NA;NA;NA;85;85;80
31;"MG";2026;16;"METAP";NA;NA;NA;37;37;30
31;"MG";2026;17;"SARS2";NA;NA;NA;4;4;8
31;"MG";2026;17;"VSR";NA;NA;NA;117;117;136
31;"MG";2026;17;"FLU_A";NA;NA;NA;88;88;99
31;"MG";2026;17;"FLU_B";NA;NA;NA;14;14;15
31;"MG";2026;17;"RINO";NA;NA;NA;85;85;84
31;"MG";2026;17;"METAP";NA;NA;NA;20;20;25
31;"MG";2026;18;"SARS2";NA;NA;NA;9;9;8
31;"MG";2026;18;"VSR";NA;NA;NA;165;165;162
31;"MG";2026;18;"FLU_A";NA;NA;NA;97;97;94
31;"MG";2026;18;"FLU_B";NA;NA;NA;18;18;20
31;"MG";2026;18;"RINO";NA;NA;NA;82;82;98
31;"MG";2026;18;"METAP";NA;NA;NA;17;17;16
31;"MG";2026;19;"FLU_A";96;95;99;NA;96;94
31;"MG";2026;19;"FLU_B";28;28;29;NA;28;24
31;"MG";2026;19;"METAP";12;12;13;NA;12;14
31;"MG";2026;19;"RINO";128;127;129;NA;128;102
31;"MG";2026;19;"SARS2";12;12;13;NA;12;8
31;"MG";2026;19;"VSR";203;203;205;NA;203;194
31;"MG";2026;20;"FLU_A";88;86;91;NA;88;81
31;"MG";2026;20;"FLU_B";25;24;26;NA;25;25
31;"MG";2026;20;"METAP";12;12;13;NA;12;12
31;"MG";2026;20;"RINO";97;95;99;NA;97;107
31;"MG";2026;20;"SARS2";4;4;5;NA;4;8
31;"MG";2026;20;"VSR";215;213;218;NA;215;215
31;"MG";2026;21;"FLU_A";59;57;63;NA;59;69
31;"MG";2026;21;"FLU_B";22;21;24;NA;22;27
31;"MG";2026;21;"METAP";12;12;13;NA;12;12
31;"MG";2026;21;"RINO";96;94;99;NA;96;91
31;"MG";2026;21;"SARS2";7;7;9;NA;7;6
31;"MG";2026;21;"VSR";228;226;232;NA;228;216
31;"MG";2026;22;"FLU_A";61;58;65;NA;61;66
31;"MG";2026;22;"FLU_B";33;31;36;NA;33;29
31;"MG";2026;22;"METAP";12;11;13;NA;12;11
31;"MG";2026;22;"RINO";80;77;84;NA;80;92
31;"MG";2026;22;"SARS2";7;6;8;NA;7;9
31;"MG";2026;22;"VSR";204;200;209;NA;204;219
31;"MG";2026;23;"FLU_A";79;75;84;NA;79;66
31;"MG";2026;23;"FLU_B";33;30;36;NA;33;35
31;"MG";2026;23;"METAP";10;9;12;NA;10;13
31;"MG";2026;23;"RINO";99;93;107;NA;99;101
31;"MG";2026;23;"SARS2";12;11;13;NA;12;9
31;"MG";2026;23;"VSR";226;218;236;NA;226;224
31;"MG";2026;24;"FLU_A";58;53;65;NA;58;62
31;"MG";2026;24;"FLU_B";38;34;42;NA;38;40
31;"MG";2026;24;"METAP";16;14;19;NA;16;13
31;"MG";2026;24;"RINO";124;116;134;NA;124;105
31;"MG";2026;24;"SARS2";7;6;9;NA;7;7
31;"MG";2026;24;"VSR";242;230;257;NA;242;237
31;"MG";2026;25;"FLU_A";49;43;57;NA;49;53
31;"MG";2026;25;"FLU_B";50;45;56;NA;50;46
31;"MG";2026;25;"METAP";13;10;17;NA;13;14
31;"MG";2026;25;"RINO";93;82;107;NA;93;104
31;"MG";2026;25;"SARS2";2;0;4;NA;2;5
31;"MG";2026;25;"VSR";242;225,9;265;NA;242;242
31;"MG";2026;26;"FLU_A";52;44;62;NA;52;47
31;"MG";2026;26;"FLU_B";49;42;57;NA;49;50
31;"MG";2026;26;"METAP";12;8;16;NA;12;11
31;"MG";2026;26;"RINO";95;79;117;NA;95;91
31;"MG";2026;26;"SARS2";5;3;8;NA;5;4
31;"MG";2026;26;"VSR";241,5;215;276;NA;241,5;240
31;"MG";2026;27;"FLU_A";39;29;54;NA;39;42
31;"MG";2026;27;"FLU_B";52;40;65;NA;52;51
31;"MG";2026;27;"METAP";9;4;18;NA;9;10
31;"MG";2026;27;"RINO";86;60;126;NA;86;89
31;"MG";2026;27;"SARS2";4;2;7;NA;4;4
31;"MG";2026;27;"VSR";237;186;299;NA;237;236
31;"MG";2026;28;"FLU_A";36;21,9;58;NA;36;NA
31;"MG";2026;28;"FLU_B";53;36;75;NA;53;NA
31;"MG";2026;28;"METAP";9;3;22,1;NA;9;NA
31;"MG";2026;28;"RINO";86;47;159,1;NA;86;NA
31;"MG";2026;28;"SARS2";4;1;8;NA;4;NA
31;"MG";2026;28;"VSR";230;156;325;NA;230;NA
32;"ES";2022;1;"SARS2";NA;NA;NA;20;20;NA
32;"ES";2022;1;"VSR";NA;NA;NA;8;8;NA
32;"ES";2022;1;"FLU_A";NA;NA;NA;43;43;NA
32;"ES";2022;1;"FLU_B";NA;NA;NA;0;0;NA
32;"ES";2022;1;"RINO";NA;NA;NA;0;0;NA
32;"ES";2022;1;"METAP";NA;NA;NA;0;0;NA
32;"ES";2022;2;"SARS2";NA;NA;NA;37;37;46
32;"ES";2022;2;"VSR";NA;NA;NA;9;9;6
32;"ES";2022;2;"FLU_A";NA;NA;NA;10;10;18
32;"ES";2022;2;"FLU_B";NA;NA;NA;0;0;0
32;"ES";2022;2;"RINO";NA;NA;NA;0;0;0
32;"ES";2022;2;"METAP";NA;NA;NA;0;0;0
32;"ES";2022;3;"SARS2";NA;NA;NA;80;80;66
32;"ES";2022;3;"VSR";NA;NA;NA;0;0;4
32;"ES";2022;3;"FLU_A";NA;NA;NA;1;1;4
32;"ES";2022;3;"FLU_B";NA;NA;NA;0;0;0
32;"ES";2022;3;"RINO";NA;NA;NA;0;0;0
32;"ES";2022;3;"METAP";NA;NA;NA;0;0;0
32;"ES";2022;4;"SARS2";NA;NA;NA;80;80;71
32;"ES";2022;4;"VSR";NA;NA;NA;3;3;1
32;"ES";2022;4;"FLU_A";NA;NA;NA;0;0;0
32;"ES";2022;4;"FLU_B";NA;NA;NA;0;0;0
32;"ES";2022;4;"RINO";NA;NA;NA;0;0;0
32;"ES";2022;4;"METAP";NA;NA;NA;0;0;0
32;"ES";2022;5;"SARS2";NA;NA;NA;54;54;55
32;"ES";2022;5;"VSR";NA;NA;NA;0;0;2
32;"ES";2022;5;"FLU_A";NA;NA;NA;0;0;0
32;"ES";2022;5;"FLU_B";NA;NA;NA;0;0;0
32;"ES";2022;5;"RINO";NA;NA;NA;0;0;0
32;"ES";2022;5;"METAP";NA;NA;NA;0;0;0
32;"ES";2022;6;"SARS2";NA;NA;NA;32;32;32
32;"ES";2022;6;"VSR";NA;NA;NA;4;4;3
32;"ES";2022;6;"FLU_A";NA;NA;NA;0;0;0
32;"ES";2022;6;"FLU_B";NA;NA;NA;0;0;0
32;"ES";2022;6;"RINO";NA;NA;NA;0;0;0
32;"ES";2022;6;"METAP";NA;NA;NA;0;0;0
32;"ES";2022;7;"SARS2";NA;NA;NA;11;11;17
32;"ES";2022;7;"VSR";NA;NA;NA;5;5;9
32;"ES";2022;7;"FLU_A";NA;NA;NA;0;0;0
32;"ES";2022;7;"FLU_B";NA;NA;NA;0;0;0
32;"ES";2022;7;"RINO";NA;NA;NA;0;0;0
32;"ES";2022;7;"METAP";NA;NA;NA;0;0;0
32;"ES";2022;8;"SARS2";NA;NA;NA;7;7;7
32;"ES";2022;8;"VSR";NA;NA;NA;17;17;14
32;"ES";2022;8;"FLU_A";NA;NA;NA;0;0;0
32;"ES";2022;8;"FLU_B";NA;NA;NA;0;0;0
32;"ES";2022;8;"RINO";NA;NA;NA;0;0;0
32;"ES";2022;8;"METAP";NA;NA;NA;0;0;0
32;"ES";2022;9;"SARS2";NA;NA;NA;4;4;5
32;"ES";2022;9;"VSR";NA;NA;NA;19;19;21
32;"ES";2022;9;"FLU_A";NA;NA;NA;0;0;0
32;"ES";2022;9;"FLU_B";NA;NA;NA;0;0;0
32;"ES";2022;9;"RINO";NA;NA;NA;0;0;0
32;"ES";2022;9;"METAP";NA;NA;NA;0;0;0
32;"ES";2022;10;"SARS2";NA;NA;NA;5;5;4
32;"ES";2022;10;"VSR";NA;NA;NA;26;26;24
32;"ES";2022;10;"FLU_A";NA;NA;NA;0;0;0
32;"ES";2022;10;"FLU_B";NA;NA;NA;0;0;0
32;"ES";2022;10;"RINO";NA;NA;NA;0;0;0
32;"ES";2022;10;"METAP";NA;NA;NA;0;0;0
32;"ES";2022;11;"SARS2";NA;NA;NA;2;2;4
32;"ES";2022;11;"VSR";NA;NA;NA;26;26;26
32;"ES";2022;11;"FLU_A";NA;NA;NA;0;0;0
32;"ES";2022;11;"FLU_B";NA;NA;NA;0;0;0
32;"ES";2022;11;"RINO";NA;NA;NA;0;0;0
32;"ES";2022;11;"METAP";NA;NA;NA;0;0;0
32;"ES";2022;12;"SARS2";NA;NA;NA;6;6;3
32;"ES";2022;12;"VSR";NA;NA;NA;26;26;24
32;"ES";2022;12;"FLU_A";NA;NA;NA;0;0;0
32;"ES";2022;12;"FLU_B";NA;NA;NA;0;0;0
32;"ES";2022;12;"RINO";NA;NA;NA;0;0;0
32;"ES";2022;12;"METAP";NA;NA;NA;0;0;0
32;"ES";2022;13;"SARS2";NA;NA;NA;1;1;3
32;"ES";2022;13;"VSR";NA;NA;NA;21;21;21
32;"ES";2022;13;"FLU_A";NA;NA;NA;0;0;0
32;"ES";2022;13;"FLU_B";NA;NA;NA;0;0;0
32;"ES";2022;13;"RINO";NA;NA;NA;0;0;0
32;"ES";2022;13;"METAP";NA;NA;NA;0;0;0
32;"ES";2022;14;"SARS2";NA;NA;NA;2;2;1
32;"ES";2022;14;"VSR";NA;NA;NA;17;17;21
32;"ES";2022;14;"FLU_A";NA;NA;NA;0;0;0
32;"ES";2022;14;"FLU_B";NA;NA;NA;0;0;0
32;"ES";2022;14;"RINO";NA;NA;NA;0;0;0
32;"ES";2022;14;"METAP";NA;NA;NA;0;0;0
32;"ES";2022;15;"SARS2";NA;NA;NA;1;1;1
32;"ES";2022;15;"VSR";NA;NA;NA;24;24;20
32;"ES";2022;15;"FLU_A";NA;NA;NA;0;0;0
32;"ES";2022;15;"FLU_B";NA;NA;NA;0;0;0
32;"ES";2022;15;"RINO";NA;NA;NA;0;0;0
32;"ES";2022;15;"METAP";NA;NA;NA;0;0;0
32;"ES";2022;16;"SARS2";NA;NA;NA;0;0;1
32;"ES";2022;16;"VSR";NA;NA;NA;20;20;18
32;"ES";2022;16;"FLU_A";NA;NA;NA;0;0;0
32;"ES";2022;16;"FLU_B";NA;NA;NA;0;0;0
32;"ES";2022;16;"RINO";NA;NA;NA;0;0;0
32;"ES";2022;16;"METAP";NA;NA;NA;0;0;0
32;"ES";2022;17;"SARS2";NA;NA;NA;1;1;1
32;"ES";2022;17;"VSR";NA;NA;NA;11;11;15
32;"ES";2022;17;"FLU_A";NA;NA;NA;0;0;0
32;"ES";2022;17;"FLU_B";NA;NA;NA;0;0;0
32;"ES";2022;17;"RINO";NA;NA;NA;0;0;0
32;"ES";2022;17;"METAP";NA;NA;NA;0;0;0
32;"ES";2022;18;"SARS2";NA;NA;NA;2;2;1
32;"ES";2022;18;"VSR";NA;NA;NA;15;15;12
