Q1;Q3;IC80I;IC80S;IC90I;IC90S;IC95I;IC95S;Casos semanais reportados até a última atualização;casos estimados;média móvel;tendência de longo prazo;tendência de curto prazo;transmissão comunitária;CO_MACSAUD;DS_NOMEPAD_macsaud;CO_UF;DS_UF_SIGLA;População;Semana epidemiológica;Ano epidemiológico;escala
;;;;;;;;2,60000000000000e+01;2,60000000000000e+01;2,60000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;36;2021;casos
;;;;;;;;1,70000000000000e+01;1,70000000000000e+01;2,10000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;37;2021;casos
;;;;;;;;2,10000000000000e+01;2,10000000000000e+01;2,20000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;38;2021;casos
;;;;;;;;2,90000000000000e+01;2,90000000000000e+01;2,60000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;39;2021;casos
;;;;;;;;2,70000000000000e+01;2,70000000000000e+01;3,70000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;40;2021;casos
;;;;;;;;5,60000000000000e+01;5,60000000000000e+01;3,90000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;41;2021;casos
;;;;;;;;3,50000000000000e+01;3,50000000000000e+01;3,70000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;42;2021;casos
;;;;;;;;1,90000000000000e+01;1,90000000000000e+01;2,80000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;43;2021;casos
;;;;;;;;2,90000000000000e+01;2,90000000000000e+01;2,50000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;44;2021;casos
;;;;;;;;2,70000000000000e+01;2,70000000000000e+01;3,30000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;45;2021;casos
;;;;;;;;4,30000000000000e+01;4,30000000000000e+01;3,80000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;46;2021;casos
;;;;;;;;4,40000000000000e+01;4,40000000000000e+01;4,60000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;47;2021;casos
;;;;;;;;5,00000000000000e+01;5,00000000000000e+01;5,10000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;48;2021;casos
;;;;;;;;6,00000000000000e+01;6,00000000000000e+01;6,90000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;49;2021;casos
;;;;;;;;9,60000000000000e+01;9,60000000000000e+01;8,70000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;50;2021;casos
;;;;;;;;1,04000000000000e+02;1,04000000000000e+02;1,02000000000000e+02;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;51;2021;casos
;;;;;;;;1,06000000000000e+02;1,06000000000000e+02;1,05000000000000e+02;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;52;2021;casos
;;;;;;;;1,04000000000000e+02;1,04000000000000e+02;1,01000000000000e+02;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;1;2022;casos
;;;;;;;;9,20000000000000e+01;9,20000000000000e+01;1,03000000000000e+02;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;2;2022;casos
;;;;;;;;1,13000000000000e+02;1,13000000000000e+02;1,00000000000000e+02;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;3;2022;casos
;;;;;;;;9,40000000000000e+01;9,40000000000000e+01;8,80000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;4;2022;casos
;;;;;;;;5,70000000000000e+01;5,70000000000000e+01;5,90000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;5;2022;casos
;;;;;;;;2,60000000000000e+01;2,60000000000000e+01;3,30000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;6;2022;casos
;;;;;;;;1,70000000000000e+01;1,70000000000000e+01;1,90000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;7;2022;casos
;;;;;;;;1,40000000000000e+01;1,40000000000000e+01;1,80000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;8;2022;casos
;;;;;;;;2,40000000000000e+01;2,40000000000000e+01;2,00000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;9;2022;casos
;;;;;;;;2,30000000000000e+01;2,30000000000000e+01;2,20000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;10;2022;casos
;;;;;;;;2,00000000000000e+01;2,00000000000000e+01;1,70000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;11;2022;casos
;;;;;;;;9,00000000000000e+00;9,00000000000000e+00;1,50000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;12;2022;casos
;;;;;;;;1,70000000000000e+01;1,70000000000000e+01;1,40000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;13;2022;casos
;;;;;;;;1,70000000000000e+01;1,70000000000000e+01;2,10000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;14;2022;casos
;;;;;;;;3,00000000000000e+01;3,00000000000000e+01;2,50000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;15;2022;casos
;;;;;;;;2,80000000000000e+01;2,80000000000000e+01;3,10000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;16;2022;casos
;;;;;;;;3,40000000000000e+01;3,40000000000000e+01;3,10000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;17;2022;casos
;;;;;;;;3,00000000000000e+01;3,00000000000000e+01;3,20000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;18;2022;casos
;;;;;;;;3,30000000000000e+01;3,30000000000000e+01;4,20000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;19;2022;casos
;;;;;;;;6,20000000000000e+01;6,20000000000000e+01;4,40000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;20;2022;casos
;;;;;;;;3,60000000000000e+01;3,60000000000000e+01;4,50000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;21;2022;casos
;;;;;;;;3,80000000000000e+01;3,80000000000000e+01;3,30000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;22;2022;casos
;;;;;;;;2,50000000000000e+01;2,50000000000000e+01;2,70000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;23;2022;casos
;;;;;;;;1,90000000000000e+01;1,90000000000000e+01;2,30000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;24;2022;casos
;;;;;;;;2,50000000000000e+01;2,50000000000000e+01;2,90000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;25;2022;casos
;;;;;;;;4,20000000000000e+01;4,20000000000000e+01;3,50000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;26;2022;casos
;;;;;;;;3,80000000000000e+01;3,80000000000000e+01;4,20000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;27;2022;casos
;;;;;;;;4,70000000000000e+01;4,70000000000000e+01;4,10000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;28;2022;casos
;;;;;;;;3,80000000000000e+01;3,80000000000000e+01;3,60000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;29;2022;casos
;;;;;;;;2,30000000000000e+01;2,30000000000000e+01;2,50000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;30;2022;casos
;;;;;;;;1,30000000000000e+01;1,30000000000000e+01;1,60000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;31;2022;casos
;;;;;;;;1,20000000000000e+01;1,20000000000000e+01;1,10000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;32;2022;casos
;;;;;;;;8,00000000000000e+00;8,00000000000000e+00;1,00000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;33;2022;casos
;;;;;;;;1,00000000000000e+01;1,00000000000000e+01;8,00000000000000e+00;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;34;2022;casos
;;;;;;;;7,00000000000000e+00;7,00000000000000e+00;9,00000000000000e+00;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;35;2022;casos
;;;;;;;;1,10000000000000e+01;1,10000000000000e+01;9,00000000000000e+00;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;36;2022;casos
;;;;;;;;8,00000000000000e+00;8,00000000000000e+00;1,00000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;37;2022;casos
;;;;;;;;1,00000000000000e+01;1,00000000000000e+01;1,00000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;38;2022;casos
;;;;;;;;1,30000000000000e+01;1,30000000000000e+01;1,20000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;39;2022;casos
;;;;;;;;1,40000000000000e+01;1,40000000000000e+01;1,30000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;40;2022;casos
;;;;;;;;1,10000000000000e+01;1,10000000000000e+01;1,50000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;41;2022;casos
;;;;;;;;1,90000000000000e+01;1,90000000000000e+01;1,50000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;42;2022;casos
;;;;;;;;1,60000000000000e+01;1,60000000000000e+01;1,60000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;43;2022;casos
;;;;;;;;1,20000000000000e+01;1,20000000000000e+01;1,30000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;44;2022;casos
;;;;;;;;1,20000000000000e+01;1,20000000000000e+01;1,30000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;45;2022;casos
;;;;;;;;1,40000000000000e+01;1,40000000000000e+01;1,40000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;46;2022;casos
;;;;;;;;1,60000000000000e+01;1,60000000000000e+01;1,30000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;47;2022;casos
;;;;;;;;8,00000000000000e+00;8,00000000000000e+00;1,00000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;48;2022;casos
;;;;;;;;6,00000000000000e+00;6,00000000000000e+00;7,00000000000000e+00;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;49;2022;casos
;;;;;;;;8,00000000000000e+00;8,00000000000000e+00;1,00000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;50;2022;casos
;;;;;;;;1,70000000000000e+01;1,70000000000000e+01;1,20000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;51;2022;casos
;;;;;;;;1,00000000000000e+01;1,00000000000000e+01;1,30000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;52;2022;casos
;;;;;;;;1,30000000000000e+01;1,30000000000000e+01;1,30000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;1;2023;casos
;;;;;;;;1,60000000000000e+01;1,60000000000000e+01;1,50000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;2;2023;casos
;;;;;;;;1,50000000000000e+01;1,50000000000000e+01;1,70000000000000e+01;;;Pré-epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;3;2023;casos
;;;;;;;;2,10000000000000e+01;2,10000000000000e+01;2,10000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;4;2023;casos
;;;;;;;;2,70000000000000e+01;2,70000000000000e+01;2,10000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;5;2023;casos
;;;;;;;;1,60000000000000e+01;1,60000000000000e+01;2,40000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;6;2023;casos
;;;;;;;;2,90000000000000e+01;2,90000000000000e+01;2,30000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;7;2023;casos
;;;;;;;;2,50000000000000e+01;2,50000000000000e+01;2,80000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;8;2023;casos
;;;;;;;;2,90000000000000e+01;2,90000000000000e+01;2,60000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;9;2023;casos
;;;;;;;;2,40000000000000e+01;2,40000000000000e+01;2,60000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;10;2023;casos
;;;;;;;;2,40000000000000e+01;2,40000000000000e+01;2,50000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;11;2023;casos
;;;;;;;;2,70000000000000e+01;2,70000000000000e+01;2,60000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;12;2023;casos
;;;;;;;;2,70000000000000e+01;2,70000000000000e+01;2,90000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;13;2023;casos
;;;;;;;;3,20000000000000e+01;3,20000000000000e+01;2,80000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;14;2023;casos
;;;;;;;;2,50000000000000e+01;2,50000000000000e+01;2,70000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;15;2023;casos
;;;;;;;;2,40000000000000e+01;2,40000000000000e+01;2,60000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;16;2023;casos
;;;;;;;;2,90000000000000e+01;2,90000000000000e+01;2,50000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;17;2023;casos
;;;;;;;;2,30000000000000e+01;2,30000000000000e+01;3,00000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;18;2023;casos
;;;;;;;;3,80000000000000e+01;3,80000000000000e+01;3,10000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;19;2023;casos
;;;;;;;;3,30000000000000e+01;3,30000000000000e+01;3,50000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;20;2023;casos
;;;;;;;;3,40000000000000e+01;3,40000000000000e+01;3,10000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;21;2023;casos
;;;;;;;;2,70000000000000e+01;2,70000000000000e+01;3,30000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;22;2023;casos
;;;;;;;;3,70000000000000e+01;3,70000000000000e+01;3,70000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;23;2023;casos
;;;;;;;;4,80000000000000e+01;4,80000000000000e+01;4,80000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;24;2023;casos
;;;;;;;;5,90000000000000e+01;5,90000000000000e+01;5,60000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;25;2023;casos
;;;;;;;;6,00000000000000e+01;6,00000000000000e+01;5,30000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;26;2023;casos
;;;;;;;;3,90000000000000e+01;3,90000000000000e+01;5,30000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;27;2023;casos
;;;;;;;;6,00000000000000e+01;6,00000000000000e+01;5,10000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;28;2023;casos
;;;;;;;;5,40000000000000e+01;5,40000000000000e+01;5,10000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;29;2023;casos
;;;;;;;;3,90000000000000e+01;3,90000000000000e+01;4,60000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;30;2023;casos
;;;;;;;;4,60000000000000e+01;4,60000000000000e+01;4,00000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;31;2023;casos
;;;;;;;;3,40000000000000e+01;3,40000000000000e+01;4,20000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;32;2023;casos
;;;;;;;;4,50000000000000e+01;4,50000000000000e+01;4,70000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;33;2023;casos
;;;;;;;;6,30000000000000e+01;6,30000000000000e+01;5,30000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;34;2023;casos
;;;;;;;;5,10000000000000e+01;5,10000000000000e+01;5,30000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;35;2023;casos
;;;;;;;;4,40000000000000e+01;4,40000000000000e+01;4,60000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;36;2023;casos
;;;;;;;;4,20000000000000e+01;4,20000000000000e+01;4,00000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;37;2023;casos
;;;;;;;;3,30000000000000e+01;3,30000000000000e+01;3,50000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;38;2023;casos
;;;;;;;;3,00000000000000e+01;3,00000000000000e+01;3,00000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;39;2023;casos
;;;;;;;;2,70000000000000e+01;2,70000000000000e+01;3,40000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;40;2023;casos
;;;;;;;;4,50000000000000e+01;4,50000000000000e+01;3,40000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;41;2023;casos
;;;;;;;;3,00000000000000e+01;3,00000000000000e+01;3,30000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;42;2023;casos
;;;;;;;;2,30000000000000e+01;2,30000000000000e+01;2,80000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;43;2023;casos
;;;;;;;;3,20000000000000e+01;3,20000000000000e+01;2,90000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;44;2023;casos
;;;;;;;;3,10000000000000e+01;3,10000000000000e+01;3,00000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;45;2023;casos
;;;;;;;;2,60000000000000e+01;2,60000000000000e+01;2,70000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;46;2023;casos
;;;;;;;;2,50000000000000e+01;2,50000000000000e+01;2,30000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;47;2023;casos
;;;;;;;;1,90000000000000e+01;1,90000000000000e+01;2,50000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;48;2023;casos
;;;;;;;;3,20000000000000e+01;3,20000000000000e+01;3,10000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;49;2023;casos
;;;;;;;;4,20000000000000e+01;4,20000000000000e+01;3,70000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;50;2023;casos
;;;;;;;;3,70000000000000e+01;3,70000000000000e+01;4,50000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;51;2023;casos
;;;;;;;;5,50000000000000e+01;5,50000000000000e+01;5,90000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;52;2023;casos
;;;;;;;;8,40000000000000e+01;8,40000000000000e+01;6,50000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;1;2024;casos
;;;;;;;;5,70000000000000e+01;5,70000000000000e+01;6,60000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;2;2024;casos
;;;;;;;;5,70000000000000e+01;5,70000000000000e+01;5,00000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;3;2024;casos
;;;;;;;;3,60000000000000e+01;3,60000000000000e+01;4,50000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;4;2024;casos
;;;;;;;;4,10000000000000e+01;4,10000000000000e+01;3,50000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;5;2024;casos
;;;;;;;;2,90000000000000e+01;2,90000000000000e+01;4,20000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;6;2024;casos
;;;;;;;;5,70000000000000e+01;5,70000000000000e+01;5,30000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;7;2024;casos
;;;;;;;;7,20000000000000e+01;7,20000000000000e+01;6,30000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;8;2024;casos
;;;;;;;;5,90000000000000e+01;5,90000000000000e+01;6,40000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;9;2024;casos
;;;;;;;;6,20000000000000e+01;6,20000000000000e+01;6,20000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;10;2024;casos
;;;;;;;;6,60000000000000e+01;6,60000000000000e+01;6,50000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;11;2024;casos
;;;;;;;;6,80000000000000e+01;6,80000000000000e+01;6,30000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;12;2024;casos
;;;;;;;;5,60000000000000e+01;5,60000000000000e+01;7,00000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;13;2024;casos
;;;;;;;;8,50000000000000e+01;8,50000000000000e+01;7,00000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;14;2024;casos
;;;;;;;;6,90000000000000e+01;6,90000000000000e+01;7,40000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;15;2024;casos
;;;;;;;;6,80000000000000e+01;6,80000000000000e+01;6,00000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;16;2024;casos
;;;;;;;;4,30000000000000e+01;4,30000000000000e+01;5,70000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;17;2024;casos
;;;;;;;;5,90000000000000e+01;5,90000000000000e+01;4,90000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;18;2024;casos
;;;;;;;;4,60000000000000e+01;4,60000000000000e+01;5,30000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;19;2024;casos
;;;;;;;;5,40000000000000e+01;5,40000000000000e+01;4,90000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;20;2024;casos
;;;;;;;;4,60000000000000e+01;4,60000000000000e+01;4,80000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;21;2024;casos
;;;;;;;;4,30000000000000e+01;4,30000000000000e+01;4,20000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;22;2024;casos
;;;;;;;;3,80000000000000e+01;3,80000000000000e+01;3,50000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;23;2024;casos
;;;;;;;;2,40000000000000e+01;2,40000000000000e+01;3,80000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;24;2024;casos
;;;;;;;;5,10000000000000e+01;5,10000000000000e+01;3,70000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;25;2024;casos
;;;;;;;;3,70000000000000e+01;3,70000000000000e+01;4,40000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;26;2024;casos
;;;;;;;;4,50000000000000e+01;4,50000000000000e+01;4,10000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;27;2024;casos
;;;;;;;;4,10000000000000e+01;4,10000000000000e+01;3,90000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;28;2024;casos
;;;;;;;;3,20000000000000e+01;3,20000000000000e+01;3,50000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;29;2024;casos
;;;;;;;;3,10000000000000e+01;3,10000000000000e+01;3,10000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;30;2024;casos
;;;;;;;;2,90000000000000e+01;2,90000000000000e+01;2,90000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;31;2024;casos
;;;;;;;;2,70000000000000e+01;2,70000000000000e+01;2,70000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;32;2024;casos
;;;;;;;;2,50000000000000e+01;2,50000000000000e+01;2,50000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;33;2024;casos
;;;;;;;;2,20000000000000e+01;2,20000000000000e+01;2,40000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;34;2024;casos
;;;;;;;;2,50000000000000e+01;2,50000000000000e+01;2,70000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;35;2024;casos
;;;;;;;;3,30000000000000e+01;3,30000000000000e+01;3,30000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;36;2024;casos
;;;;;;;;4,20000000000000e+01;4,20000000000000e+01;3,80000000000000e+01;;;Alta;1512;MACRORREGIONAL I;15;PA;3507968;37;2024;casos
;;;;;;;;4,00000000000000e+01;4,00000000000000e+01;3,40000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;38;2024;casos
;;;;;;;;1,90000000000000e+01;1,90000000000000e+01;3,20000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;39;2024;casos
;;;;;;;;3,80000000000000e+01;3,80000000000000e+01;2,80000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;40;2024;casos
;;;;;;;;2,70000000000000e+01;2,70000000000000e+01;3,10000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;41;2024;casos
;;;;;;;;2,70000000000000e+01;2,70000000000000e+01;2,90000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;42;2024;casos
;;;;;;;;3,40000000000000e+01;3,40000000000000e+01;2,80000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;43;2024;casos
;;;;;;;;2,20000000000000e+01;2,20000000000000e+01;2,80000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;44;2024;casos
;;;;;;;;2,70000000000000e+01;2,70000000000000e+01;2,80000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;45;2024;casos
;;;;;;;;3,40000000000000e+01;3,40000000000000e+01;2,70000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;46;2024;casos
;;;;;;;;1,90000000000000e+01;1,90000000000000e+01;2,50000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;47;2024;casos
;;;;;;;;2,20000000000000e+01;2,20000000000000e+01;2,10000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;48;2024;casos
;;;;;;;;2,30000000000000e+01;2,30000000000000e+01;3,00000000000000e+01;;;Epidêmica;1512;MACRORREGIONAL I;15;PA;3507968;49;2024;casos
