Q1;Q3;IC80I;IC80S;IC90I;IC90S;IC95I;IC95S;Casos semanais reportados até a última atualização;casos estimados;média móvel;tendência de longo prazo;tendência de curto prazo;transmissão comunitária;CO_MACSAUD;DS_NOMEPAD_macsaud;CO_UF;DS_UF_SIGLA;População;Semana epidemiológica;Ano epidemiológico;escala
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;1;2020;casos
;;;;;;;;0,00000000000000e+00;0,00000000000000e+00;2,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;2;2020;casos
;;;;;;;;3,00000000000000e+00;3,00000000000000e+00;1,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;3;2020;casos
;;;;;;;;1,00000000000000e+00;1,00000000000000e+00;2,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;4;2020;casos
;;;;;;;;3,00000000000000e+00;3,00000000000000e+00;2,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;5;2020;casos
;;;;;;;;1,00000000000000e+00;1,00000000000000e+00;2,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;6;2020;casos
;;;;;;;;1,00000000000000e+00;1,00000000000000e+00;2,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;7;2020;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;2,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;8;2020;casos
;;;;;;;;1,00000000000000e+00;1,00000000000000e+00;4,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;9;2020;casos
;;;;;;;;6,00000000000000e+00;6,00000000000000e+00;3,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;10;2020;casos
;;;;;;;;1,00000000000000e+00;1,00000000000000e+00;4,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;11;2020;casos
;;;;;;;;5,00000000000000e+00;5,00000000000000e+00;4,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;12;2020;casos
;;;;;;;;6,00000000000000e+00;6,00000000000000e+00;1,10000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;13;2020;casos
;;;;;;;;2,30000000000000e+01;2,30000000000000e+01;1,20000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;14;2020;casos
;;;;;;;;7,00000000000000e+00;7,00000000000000e+00;1,20000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;15;2020;casos
;;;;;;;;7,00000000000000e+00;7,00000000000000e+00;7,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;16;2020;casos
;;;;;;;;8,00000000000000e+00;8,00000000000000e+00;6,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;17;2020;casos
;;;;;;;;3,00000000000000e+00;3,00000000000000e+00;6,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;18;2020;casos
;;;;;;;;6,00000000000000e+00;6,00000000000000e+00;9,00000000000000e+00;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;19;2020;casos
;;;;;;;;1,80000000000000e+01;1,80000000000000e+01;1,40000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;20;2020;casos
;;;;;;;;1,90000000000000e+01;1,90000000000000e+01;2,00000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;21;2020;casos
;;;;;;;;2,30000000000000e+01;2,30000000000000e+01;2,30000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;22;2020;casos
;;;;;;;;2,70000000000000e+01;2,70000000000000e+01;2,40000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;23;2020;casos
;;;;;;;;2,20000000000000e+01;2,20000000000000e+01;2,50000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;24;2020;casos
;;;;;;;;2,70000000000000e+01;2,70000000000000e+01;2,30000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;25;2020;casos
;;;;;;;;2,10000000000000e+01;2,10000000000000e+01;2,40000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;26;2020;casos
;;;;;;;;2,40000000000000e+01;2,40000000000000e+01;2,70000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;27;2020;casos
;;;;;;;;3,70000000000000e+01;3,70000000000000e+01;3,80000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;28;2020;casos
;;;;;;;;5,20000000000000e+01;5,20000000000000e+01;5,00000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;29;2020;casos
;;;;;;;;6,20000000000000e+01;6,20000000000000e+01;5,30000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;30;2020;casos
;;;;;;;;4,50000000000000e+01;4,50000000000000e+01;5,20000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;31;2020;casos
;;;;;;;;5,00000000000000e+01;5,00000000000000e+01;4,90000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;32;2020;casos
;;;;;;;;5,10000000000000e+01;5,10000000000000e+01;5,10000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;33;2020;casos
;;;;;;;;5,20000000000000e+01;5,20000000000000e+01;4,30000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;34;2020;casos
;;;;;;;;2,70000000000000e+01;2,70000000000000e+01;4,00000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;35;2020;casos
;;;;;;;;4,20000000000000e+01;4,20000000000000e+01;3,00000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;36;2020;casos
;;;;;;;;2,20000000000000e+01;2,20000000000000e+01;2,90000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;37;2020;casos
;;;;;;;;2,40000000000000e+01;2,40000000000000e+01;2,40000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;38;2020;casos
;;;;;;;;2,50000000000000e+01;2,50000000000000e+01;2,10000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;39;2020;casos
;;;;;;;;1,40000000000000e+01;1,40000000000000e+01;1,80000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;40;2020;casos
;;;;;;;;1,50000000000000e+01;1,50000000000000e+01;1,50000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;41;2020;casos
;;;;;;;;1,60000000000000e+01;1,60000000000000e+01;1,50000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;42;2020;casos
;;;;;;;;1,40000000000000e+01;1,40000000000000e+01;1,50000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;43;2020;casos
;;;;;;;;1,50000000000000e+01;1,50000000000000e+01;1,50000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;44;2020;casos
;;;;;;;;1,70000000000000e+01;1,70000000000000e+01;1,90000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;45;2020;casos
;;;;;;;;2,40000000000000e+01;2,40000000000000e+01;2,30000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;46;2020;casos
;;;;;;;;2,90000000000000e+01;2,90000000000000e+01;2,90000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;47;2020;casos
;;;;;;;;3,30000000000000e+01;3,30000000000000e+01;3,10000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;48;2020;casos
;;;;;;;;3,20000000000000e+01;3,20000000000000e+01;3,20000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;49;2020;casos
;;;;;;;;3,10000000000000e+01;3,10000000000000e+01;2,70000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;50;2020;casos
;;;;;;;;1,90000000000000e+01;1,90000000000000e+01;2,50000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;51;2020;casos
;;;;;;;;2,60000000000000e+01;2,60000000000000e+01;2,70000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;52;2020;casos
;;;;;;;;3,50000000000000e+01;3,50000000000000e+01;4,10000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;53;2020;casos
;;;;;;;;6,30000000000000e+01;6,30000000000000e+01;5,60000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;1;2021;casos
;;;;;;;;7,00000000000000e+01;7,00000000000000e+01;6,70000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;2;2021;casos
;;;;;;;;6,90000000000000e+01;6,90000000000000e+01;7,00000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;3;2021;casos
;;;;;;;;7,20000000000000e+01;7,20000000000000e+01;7,50000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;4;2021;casos
;;;;;;;;8,50000000000000e+01;8,50000000000000e+01;7,30000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;5;2021;casos
;;;;;;;;6,10000000000000e+01;6,10000000000000e+01;7,30000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;6;2021;casos
;;;;;;;;7,20000000000000e+01;7,20000000000000e+01;7,20000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;7;2021;casos
;;;;;;;;8,20000000000000e+01;8,20000000000000e+01;8,70000000000000e+01;;;Extremamente Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;8;2021;casos
;;;;;;;;1,08000000000000e+02;1,08000000000000e+02;9,90000000000000e+01;;;Extremamente Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;9;2021;casos
;;;;;;;;1,06000000000000e+02;1,06000000000000e+02;1,09000000000000e+02;;;Extremamente Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;10;2021;casos
;;;;;;;;1,14000000000000e+02;1,14000000000000e+02;9,70000000000000e+01;;;Extremamente Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;11;2021;casos
;;;;;;;;7,20000000000000e+01;7,20000000000000e+01;9,20000000000000e+01;;;Extremamente Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;12;2021;casos
;;;;;;;;9,00000000000000e+01;9,00000000000000e+01;8,30000000000000e+01;;;Extremamente Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;13;2021;casos
;;;;;;;;8,70000000000000e+01;8,70000000000000e+01;7,40000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;14;2021;casos
;;;;;;;;4,50000000000000e+01;4,50000000000000e+01;6,50000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;15;2021;casos
;;;;;;;;6,40000000000000e+01;6,40000000000000e+01;6,20000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;16;2021;casos
;;;;;;;;7,60000000000000e+01;7,60000000000000e+01;6,30000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;17;2021;casos
;;;;;;;;4,90000000000000e+01;4,90000000000000e+01;6,20000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;18;2021;casos
;;;;;;;;6,10000000000000e+01;6,10000000000000e+01;5,40000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;19;2021;casos
;;;;;;;;5,20000000000000e+01;5,20000000000000e+01;5,80000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;20;2021;casos
;;;;;;;;6,00000000000000e+01;6,00000000000000e+01;5,40000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;21;2021;casos
;;;;;;;;4,90000000000000e+01;4,90000000000000e+01;4,90000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;22;2021;casos
;;;;;;;;3,70000000000000e+01;3,70000000000000e+01;4,30000000000000e+01;;;Muito Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;23;2021;casos
;;;;;;;;4,30000000000000e+01;4,30000000000000e+01;3,50000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;24;2021;casos
;;;;;;;;2,60000000000000e+01;2,60000000000000e+01;3,20000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;25;2021;casos
;;;;;;;;2,60000000000000e+01;2,60000000000000e+01;2,80000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;26;2021;casos
;;;;;;;;3,10000000000000e+01;3,10000000000000e+01;2,60000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;27;2021;casos
;;;;;;;;2,20000000000000e+01;2,20000000000000e+01;2,20000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;28;2021;casos
;;;;;;;;1,40000000000000e+01;1,40000000000000e+01;1,60000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;29;2021;casos
;;;;;;;;1,10000000000000e+01;1,10000000000000e+01;1,40000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;30;2021;casos
;;;;;;;;1,70000000000000e+01;1,70000000000000e+01;1,20000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;31;2021;casos
;;;;;;;;9,00000000000000e+00;9,00000000000000e+00;1,30000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;32;2021;casos
;;;;;;;;1,40000000000000e+01;1,40000000000000e+01;1,10000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;33;2021;casos
;;;;;;;;1,10000000000000e+01;1,10000000000000e+01;1,20000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;34;2021;casos
;;;;;;;;1,10000000000000e+01;1,10000000000000e+01;1,00000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;35;2021;casos
;;;;;;;;7,00000000000000e+00;7,00000000000000e+00;8,00000000000000e+00;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;36;2021;casos
;;;;;;;;6,00000000000000e+00;6,00000000000000e+00;7,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;37;2021;casos
;;;;;;;;7,00000000000000e+00;7,00000000000000e+00;6,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;38;2021;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;6,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;39;2021;casos
;;;;;;;;7,00000000000000e+00;7,00000000000000e+00;5,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;40;2021;casos
;;;;;;;;3,00000000000000e+00;3,00000000000000e+00;5,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;41;2021;casos
;;;;;;;;6,00000000000000e+00;6,00000000000000e+00;4,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;42;2021;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;6,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;43;2021;casos
;;;;;;;;7,00000000000000e+00;7,00000000000000e+00;6,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;44;2021;casos
;;;;;;;;6,00000000000000e+00;6,00000000000000e+00;7,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;45;2021;casos
;;;;;;;;9,00000000000000e+00;9,00000000000000e+00;9,00000000000000e+00;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;46;2021;casos
;;;;;;;;1,10000000000000e+01;1,10000000000000e+01;9,00000000000000e+00;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;47;2021;casos
;;;;;;;;7,00000000000000e+00;7,00000000000000e+00;1,10000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;48;2021;casos
;;;;;;;;1,40000000000000e+01;1,40000000000000e+01;1,10000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;49;2021;casos
;;;;;;;;1,30000000000000e+01;1,30000000000000e+01;1,50000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;50;2021;casos
;;;;;;;;1,80000000000000e+01;1,80000000000000e+01;1,60000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;51;2021;casos
;;;;;;;;1,70000000000000e+01;1,70000000000000e+01;2,20000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;52;2021;casos
;;;;;;;;3,10000000000000e+01;3,10000000000000e+01;2,10000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;1;2022;casos
;;;;;;;;1,40000000000000e+01;1,40000000000000e+01;2,00000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;2;2022;casos
;;;;;;;;1,40000000000000e+01;1,40000000000000e+01;1,60000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;3;2022;casos
;;;;;;;;2,10000000000000e+01;2,10000000000000e+01;1,70000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;4;2022;casos
;;;;;;;;1,70000000000000e+01;1,70000000000000e+01;2,10000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;5;2022;casos
;;;;;;;;2,60000000000000e+01;2,60000000000000e+01;1,80000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;6;2022;casos
;;;;;;;;1,20000000000000e+01;1,20000000000000e+01;1,30000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;7;2022;casos
;;;;;;;;2,00000000000000e+00;2,00000000000000e+00;7,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;8;2022;casos
;;;;;;;;7,00000000000000e+00;7,00000000000000e+00;6,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;9;2022;casos
;;;;;;;;8,00000000000000e+00;8,00000000000000e+00;6,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;10;2022;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;5,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;11;2022;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;5,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;12;2022;casos
;;;;;;;;7,00000000000000e+00;7,00000000000000e+00;6,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;13;2022;casos
;;;;;;;;6,00000000000000e+00;6,00000000000000e+00;8,00000000000000e+00;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;14;2022;casos
;;;;;;;;1,00000000000000e+01;1,00000000000000e+01;9,00000000000000e+00;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;15;2022;casos
;;;;;;;;1,00000000000000e+01;1,00000000000000e+01;1,00000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;16;2022;casos
;;;;;;;;9,00000000000000e+00;9,00000000000000e+00;1,00000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;17;2022;casos
;;;;;;;;1,20000000000000e+01;1,20000000000000e+01;1,00000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;18;2022;casos
;;;;;;;;9,00000000000000e+00;9,00000000000000e+00;1,00000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;19;2022;casos
;;;;;;;;8,00000000000000e+00;8,00000000000000e+00;1,10000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;20;2022;casos
;;;;;;;;1,70000000000000e+01;1,70000000000000e+01;1,20000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;21;2022;casos
;;;;;;;;1,00000000000000e+01;1,00000000000000e+01;1,30000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;22;2022;casos
;;;;;;;;1,30000000000000e+01;1,30000000000000e+01;1,30000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;23;2022;casos
;;;;;;;;1,60000000000000e+01;1,60000000000000e+01;1,40000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;24;2022;casos
;;;;;;;;1,40000000000000e+01;1,40000000000000e+01;1,30000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;25;2022;casos
;;;;;;;;9,00000000000000e+00;9,00000000000000e+00;1,00000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;26;2022;casos
;;;;;;;;7,00000000000000e+00;7,00000000000000e+00;1,00000000000000e+01;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;27;2022;casos
;;;;;;;;1,50000000000000e+01;1,50000000000000e+01;9,00000000000000e+00;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;28;2022;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;8,00000000000000e+00;;;Alta;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;29;2022;casos
;;;;;;;;5,00000000000000e+00;5,00000000000000e+00;4,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;30;2022;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;3,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;31;2022;casos
;;;;;;;;1,00000000000000e+00;1,00000000000000e+00;3,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;32;2022;casos
;;;;;;;;3,00000000000000e+00;3,00000000000000e+00;1,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;33;2022;casos
;;;;;;;;0,00000000000000e+00;0,00000000000000e+00;1,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;34;2022;casos
;;;;;;;;1,00000000000000e+00;1,00000000000000e+00;1,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;35;2022;casos
;;;;;;;;1,00000000000000e+00;1,00000000000000e+00;1,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;36;2022;casos
;;;;;;;;0,00000000000000e+00;0,00000000000000e+00;1,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;37;2022;casos
;;;;;;;;2,00000000000000e+00;2,00000000000000e+00;1,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;38;2022;casos
;;;;;;;;0,00000000000000e+00;0,00000000000000e+00;2,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;39;2022;casos
;;;;;;;;3,00000000000000e+00;3,00000000000000e+00;1,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;40;2022;casos
;;;;;;;;0,00000000000000e+00;0,00000000000000e+00;2,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;41;2022;casos
;;;;;;;;2,00000000000000e+00;2,00000000000000e+00;1,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;42;2022;casos
;;;;;;;;0,00000000000000e+00;0,00000000000000e+00;1,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;43;2022;casos
;;;;;;;;1,00000000000000e+00;1,00000000000000e+00;1,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;44;2022;casos
;;;;;;;;2,00000000000000e+00;2,00000000000000e+00;1,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;45;2022;casos
;;;;;;;;1,00000000000000e+00;1,00000000000000e+00;2,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;46;2022;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;2,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;47;2022;casos
;;;;;;;;2,00000000000000e+00;2,00000000000000e+00;3,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;48;2022;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;4,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;49;2022;casos
;;;;;;;;7,00000000000000e+00;7,00000000000000e+00;4,00000000000000e+00;;;Epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;50;2022;casos
;;;;;;;;1,00000000000000e+00;1,00000000000000e+00;3,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;51;2022;casos
;;;;;;;;0,00000000000000e+00;0,00000000000000e+00;1,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;52;2022;casos
;;;;;;;;3,00000000000000e+00;3,00000000000000e+00;1,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;1;2023;casos
;;;;;;;;0,00000000000000e+00;0,00000000000000e+00;2,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;2;2023;casos
;;;;;;;;2,00000000000000e+00;2,00000000000000e+00;2,00000000000000e+00;;;Pré-epidêmica;1101;MACRORREGIONAL II (CACOAL);11;RO;778447;3;2023;casos
