Q1;Q3;IC80I;IC80S;IC90I;IC90S;IC95I;IC95S;Casos semanais reportados até a última atualização;casos estimados;média móvel;tendência de longo prazo;tendência de curto prazo;CO_MUN_RES;CO_MUN_RES_nome;CO_UF;DS_UF_SIGLA;População;Grupo Jurídico;Semana epidemiológica;Ano epidemiológico;escala
;;;;;;;;0,00000000000000e+00;0,00000000000000e+00;;;;110020;PORTO VELHO;11;RO;529544;0;1;2020;casos
;;;;;;;;2,00000000000000e+00;2,00000000000000e+00;1,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;2;2020;casos
;;;;;;;;0,00000000000000e+00;0,00000000000000e+00;2,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;3;2020;casos
;;;;;;;;3,00000000000000e+00;3,00000000000000e+00;1,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;4;2020;casos
;;;;;;;;0,00000000000000e+00;0,00000000000000e+00;2,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;5;2020;casos
;;;;;;;;2,00000000000000e+00;2,00000000000000e+00;1,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;6;2020;casos
;;;;;;;;0,00000000000000e+00;0,00000000000000e+00;1,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;7;2020;casos
;;;;;;;;0,00000000000000e+00;0,00000000000000e+00;1,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;8;2020;casos
;;;;;;;;2,00000000000000e+00;2,00000000000000e+00;1,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;9;2020;casos
;;;;;;;;1,00000000000000e+00;1,00000000000000e+00;2,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;10;2020;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;2,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;11;2020;casos
;;;;;;;;2,00000000000000e+00;2,00000000000000e+00;4,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;12;2020;casos
;;;;;;;;6,00000000000000e+00;6,00000000000000e+00;7,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;13;2020;casos
;;;;;;;;1,20000000000000e+01;1,20000000000000e+01;1,20000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;14;2020;casos
;;;;;;;;1,80000000000000e+01;1,80000000000000e+01;1,90000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;15;2020;casos
;;;;;;;;2,70000000000000e+01;2,70000000000000e+01;2,20000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;16;2020;casos
;;;;;;;;2,20000000000000e+01;2,20000000000000e+01;3,10000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;17;2020;casos
;;;;;;;;4,30000000000000e+01;4,30000000000000e+01;3,50000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;18;2020;casos
;;;;;;;;4,00000000000000e+01;4,00000000000000e+01;4,70000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;19;2020;casos
;;;;;;;;5,70000000000000e+01;5,70000000000000e+01;5,50000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;20;2020;casos
;;;;;;;;6,90000000000000e+01;6,90000000000000e+01;7,60000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;21;2020;casos
;;;;;;;;1,01000000000000e+02;1,01000000000000e+02;9,10000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;22;2020;casos
;;;;;;;;1,02000000000000e+02;1,02000000000000e+02;1,02000000000000e+02;;;110020;PORTO VELHO;11;RO;529544;0;23;2020;casos
;;;;;;;;1,02000000000000e+02;1,02000000000000e+02;1,04000000000000e+02;;;110020;PORTO VELHO;11;RO;529544;0;24;2020;casos
;;;;;;;;1,09000000000000e+02;1,09000000000000e+02;9,80000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;25;2020;casos
;;;;;;;;8,20000000000000e+01;8,20000000000000e+01;9,50000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;26;2020;casos
;;;;;;;;9,50000000000000e+01;9,50000000000000e+01;8,80000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;27;2020;casos
;;;;;;;;8,70000000000000e+01;8,70000000000000e+01;8,10000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;28;2020;casos
;;;;;;;;6,10000000000000e+01;6,10000000000000e+01;7,40000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;29;2020;casos
;;;;;;;;7,50000000000000e+01;7,50000000000000e+01;6,60000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;30;2020;casos
;;;;;;;;6,10000000000000e+01;6,10000000000000e+01;6,30000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;31;2020;casos
;;;;;;;;5,40000000000000e+01;5,40000000000000e+01;5,70000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;32;2020;casos
;;;;;;;;5,70000000000000e+01;5,70000000000000e+01;5,30000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;33;2020;casos
;;;;;;;;4,90000000000000e+01;4,90000000000000e+01;4,70000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;34;2020;casos
;;;;;;;;3,60000000000000e+01;3,60000000000000e+01;4,70000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;35;2020;casos
;;;;;;;;5,70000000000000e+01;5,70000000000000e+01;4,30000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;36;2020;casos
;;;;;;;;3,50000000000000e+01;3,50000000000000e+01;3,90000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;37;2020;casos
;;;;;;;;2,60000000000000e+01;2,60000000000000e+01;2,80000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;38;2020;casos
;;;;;;;;2,20000000000000e+01;2,20000000000000e+01;2,40000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;39;2020;casos
;;;;;;;;2,50000000000000e+01;2,50000000000000e+01;2,50000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;40;2020;casos
;;;;;;;;2,70000000000000e+01;2,70000000000000e+01;2,60000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;41;2020;casos
;;;;;;;;2,50000000000000e+01;2,50000000000000e+01;2,60000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;42;2020;casos
;;;;;;;;2,60000000000000e+01;2,60000000000000e+01;3,00000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;43;2020;casos
;;;;;;;;3,80000000000000e+01;3,80000000000000e+01;4,30000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;44;2020;casos
;;;;;;;;6,40000000000000e+01;6,40000000000000e+01;5,40000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;45;2020;casos
;;;;;;;;5,90000000000000e+01;5,90000000000000e+01;6,30000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;46;2020;casos
;;;;;;;;6,60000000000000e+01;6,60000000000000e+01;6,80000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;47;2020;casos
;;;;;;;;7,90000000000000e+01;7,90000000000000e+01;6,90000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;48;2020;casos
;;;;;;;;6,30000000000000e+01;6,30000000000000e+01;6,70000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;49;2020;casos
;;;;;;;;5,80000000000000e+01;5,80000000000000e+01;5,30000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;50;2020;casos
;;;;;;;;3,70000000000000e+01;3,70000000000000e+01;5,00000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;51;2020;casos
;;;;;;;;5,50000000000000e+01;5,50000000000000e+01;5,20000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;52;2020;casos
;;;;;;;;6,50000000000000e+01;6,50000000000000e+01;6,70000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;53;2020;casos
;;;;;;;;8,10000000000000e+01;8,10000000000000e+01;8,00000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;1;2021;casos
;;;;;;;;9,40000000000000e+01;9,40000000000000e+01;8,90000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;2;2021;casos
;;;;;;;;9,10000000000000e+01;9,10000000000000e+01;9,40000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;3;2021;casos
;;;;;;;;9,80000000000000e+01;9,80000000000000e+01;1,11000000000000e+02;;;110020;PORTO VELHO;11;RO;529544;0;4;2021;casos
;;;;;;;;1,44000000000000e+02;1,44000000000000e+02;1,35000000000000e+02;;;110020;PORTO VELHO;11;RO;529544;0;5;2021;casos
;;;;;;;;1,63000000000000e+02;1,63000000000000e+02;1,59000000000000e+02;;;110020;PORTO VELHO;11;RO;529544;0;6;2021;casos
;;;;;;;;1,69000000000000e+02;1,69000000000000e+02;1,61000000000000e+02;;;110020;PORTO VELHO;11;RO;529544;0;7;2021;casos
;;;;;;;;1,52000000000000e+02;1,52000000000000e+02;1,82000000000000e+02;;;110020;PORTO VELHO;11;RO;529544;0;8;2021;casos
;;;;;;;;2,25000000000000e+02;2,25000000000000e+02;1,91000000000000e+02;;;110020;PORTO VELHO;11;RO;529544;0;9;2021;casos
;;;;;;;;1,96000000000000e+02;1,96000000000000e+02;2,00000000000000e+02;;;110020;PORTO VELHO;11;RO;529544;0;10;2021;casos
;;;;;;;;1,78000000000000e+02;1,78000000000000e+02;1,68000000000000e+02;;;110020;PORTO VELHO;11;RO;529544;0;11;2021;casos
;;;;;;;;1,30000000000000e+02;1,30000000000000e+02;1,45000000000000e+02;;;110020;PORTO VELHO;11;RO;529544;0;12;2021;casos
;;;;;;;;1,28000000000000e+02;1,28000000000000e+02;1,20000000000000e+02;;;110020;PORTO VELHO;11;RO;529544;0;13;2021;casos
;;;;;;;;1,03000000000000e+02;1,03000000000000e+02;1,01000000000000e+02;;;110020;PORTO VELHO;11;RO;529544;0;14;2021;casos
;;;;;;;;7,10000000000000e+01;7,10000000000000e+01;8,00000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;15;2021;casos
;;;;;;;;6,60000000000000e+01;6,60000000000000e+01;6,40000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;16;2021;casos
;;;;;;;;5,60000000000000e+01;5,60000000000000e+01;6,00000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;17;2021;casos
;;;;;;;;5,70000000000000e+01;5,70000000000000e+01;5,70000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;18;2021;casos
;;;;;;;;5,70000000000000e+01;5,70000000000000e+01;5,50000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;19;2021;casos
;;;;;;;;5,20000000000000e+01;5,20000000000000e+01;5,10000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;20;2021;casos
;;;;;;;;4,30000000000000e+01;4,30000000000000e+01;4,70000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;21;2021;casos
;;;;;;;;4,50000000000000e+01;4,50000000000000e+01;4,40000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;22;2021;casos
;;;;;;;;4,40000000000000e+01;4,40000000000000e+01;4,30000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;23;2021;casos
;;;;;;;;4,00000000000000e+01;4,00000000000000e+01;3,50000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;24;2021;casos
;;;;;;;;2,10000000000000e+01;2,10000000000000e+01;3,20000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;25;2021;casos
;;;;;;;;3,40000000000000e+01;3,40000000000000e+01;2,90000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;26;2021;casos
;;;;;;;;3,20000000000000e+01;3,20000000000000e+01;3,10000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;27;2021;casos
;;;;;;;;2,80000000000000e+01;2,80000000000000e+01;2,90000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;28;2021;casos
;;;;;;;;2,70000000000000e+01;2,70000000000000e+01;2,50000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;29;2021;casos
;;;;;;;;2,00000000000000e+01;2,00000000000000e+01;2,10000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;30;2021;casos
;;;;;;;;1,50000000000000e+01;1,50000000000000e+01;1,60000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;31;2021;casos
;;;;;;;;1,40000000000000e+01;1,40000000000000e+01;1,50000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;32;2021;casos
;;;;;;;;1,70000000000000e+01;1,70000000000000e+01;1,30000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;33;2021;casos
;;;;;;;;7,00000000000000e+00;7,00000000000000e+00;1,10000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;34;2021;casos
;;;;;;;;8,00000000000000e+00;8,00000000000000e+00;9,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;35;2021;casos
;;;;;;;;1,10000000000000e+01;1,10000000000000e+01;9,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;36;2021;casos
;;;;;;;;8,00000000000000e+00;8,00000000000000e+00;9,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;37;2021;casos
;;;;;;;;8,00000000000000e+00;8,00000000000000e+00;9,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;38;2021;casos
;;;;;;;;1,20000000000000e+01;1,20000000000000e+01;9,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;39;2021;casos
;;;;;;;;6,00000000000000e+00;6,00000000000000e+00;1,00000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;40;2021;casos
;;;;;;;;1,10000000000000e+01;1,10000000000000e+01;8,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;41;2021;casos
;;;;;;;;6,00000000000000e+00;6,00000000000000e+00;8,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;42;2021;casos
;;;;;;;;7,00000000000000e+00;7,00000000000000e+00;8,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;43;2021;casos
;;;;;;;;1,00000000000000e+01;1,00000000000000e+01;1,10000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;44;2021;casos
;;;;;;;;1,50000000000000e+01;1,50000000000000e+01;1,10000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;45;2021;casos
;;;;;;;;7,00000000000000e+00;7,00000000000000e+00;1,10000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;46;2021;casos
;;;;;;;;1,00000000000000e+01;1,00000000000000e+01;1,00000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;47;2021;casos
;;;;;;;;1,20000000000000e+01;1,20000000000000e+01;1,50000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;48;2021;casos
;;;;;;;;2,20000000000000e+01;2,20000000000000e+01;1,90000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;49;2021;casos
;;;;;;;;2,30000000000000e+01;2,30000000000000e+01;3,40000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;50;2021;casos
;;;;;;;;5,70000000000000e+01;5,70000000000000e+01;4,20000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;51;2021;casos
;;;;;;;;4,50000000000000e+01;4,50000000000000e+01;3,90000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;52;2021;casos
;;;;;;;;1,50000000000000e+01;1,50000000000000e+01;3,00000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;1;2022;casos
;;;;;;;;3,00000000000000e+01;3,00000000000000e+01;2,30000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;2;2022;casos
;;;;;;;;2,30000000000000e+01;2,30000000000000e+01;2,70000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;3;2022;casos
;;;;;;;;2,70000000000000e+01;2,70000000000000e+01;2,50000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;4;2022;casos
;;;;;;;;2,40000000000000e+01;2,40000000000000e+01;2,10000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;5;2022;casos
;;;;;;;;1,20000000000000e+01;1,20000000000000e+01;1,50000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;6;2022;casos
;;;;;;;;8,00000000000000e+00;8,00000000000000e+00;7,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;7;2022;casos
;;;;;;;;1,00000000000000e+00;1,00000000000000e+00;7,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;8;2022;casos
;;;;;;;;1,20000000000000e+01;1,20000000000000e+01;7,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;9;2022;casos
;;;;;;;;7,00000000000000e+00;7,00000000000000e+00;8,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;10;2022;casos
;;;;;;;;5,00000000000000e+00;5,00000000000000e+00;6,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;11;2022;casos
;;;;;;;;6,00000000000000e+00;6,00000000000000e+00;6,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;12;2022;casos
;;;;;;;;8,00000000000000e+00;8,00000000000000e+00;7,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;13;2022;casos
;;;;;;;;8,00000000000000e+00;8,00000000000000e+00;9,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;14;2022;casos
;;;;;;;;1,00000000000000e+01;1,00000000000000e+01;8,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;15;2022;casos
;;;;;;;;6,00000000000000e+00;6,00000000000000e+00;6,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;16;2022;casos
;;;;;;;;1,00000000000000e+00;1,00000000000000e+00;6,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;17;2022;casos
;;;;;;;;1,00000000000000e+01;1,00000000000000e+01;5,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;18;2022;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;7,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;19;2022;casos
;;;;;;;;6,00000000000000e+00;6,00000000000000e+00;7,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;20;2022;casos
;;;;;;;;1,10000000000000e+01;1,10000000000000e+01;9,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;21;2022;casos
;;;;;;;;1,00000000000000e+01;1,00000000000000e+01;8,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;22;2022;casos
;;;;;;;;2,00000000000000e+00;2,00000000000000e+00;6,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;23;2022;casos
;;;;;;;;6,00000000000000e+00;6,00000000000000e+00;6,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;24;2022;casos
;;;;;;;;1,00000000000000e+01;1,00000000000000e+01;1,00000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;25;2022;casos
;;;;;;;;1,50000000000000e+01;1,50000000000000e+01;1,10000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;26;2022;casos
;;;;;;;;8,00000000000000e+00;8,00000000000000e+00;1,10000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;27;2022;casos
;;;;;;;;9,00000000000000e+00;9,00000000000000e+00;1,00000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;28;2022;casos
;;;;;;;;1,20000000000000e+01;1,20000000000000e+01;9,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;29;2022;casos
;;;;;;;;5,00000000000000e+00;5,00000000000000e+00;7,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;30;2022;casos
;;;;;;;;5,00000000000000e+00;5,00000000000000e+00;5,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;31;2022;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;4,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;32;2022;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;4,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;33;2022;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;4,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;34;2022;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;3,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;35;2022;casos
;;;;;;;;2,00000000000000e+00;2,00000000000000e+00;3,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;36;2022;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;2,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;37;2022;casos
;;;;;;;;1,00000000000000e+00;1,00000000000000e+00;3,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;38;2022;casos
;;;;;;;;3,00000000000000e+00;3,00000000000000e+00;2,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;39;2022;casos
;;;;;;;;2,00000000000000e+00;2,00000000000000e+00;2,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;40;2022;casos
;;;;;;;;1,00000000000000e+00;1,00000000000000e+00;1,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;41;2022;casos
;;;;;;;;0,00000000000000e+00;0,00000000000000e+00;0,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;42;2022;casos
;;;;;;;;0,00000000000000e+00;0,00000000000000e+00;1,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;43;2022;casos
;;;;;;;;3,00000000000000e+00;3,00000000000000e+00;2,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;44;2022;casos
;;;;;;;;3,00000000000000e+00;3,00000000000000e+00;3,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;45;2022;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;4,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;46;2022;casos
;;;;;;;;6,00000000000000e+00;6,00000000000000e+00;6,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;47;2022;casos
;;;;;;;;7,00000000000000e+00;7,00000000000000e+00;6,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;48;2022;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;6,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;49;2022;casos
;;;;;;;;6,00000000000000e+00;6,00000000000000e+00;5,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;50;2022;casos
;;;;;;;;5,00000000000000e+00;5,00000000000000e+00;5,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;51;2022;casos
;;;;;;;;3,00000000000000e+00;3,00000000000000e+00;3,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;52;2022;casos
;;;;;;;;1,00000000000000e+00;1,00000000000000e+00;3,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;1;2023;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;3,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;2;2023;casos
;;;;;;;;3,00000000000000e+00;3,00000000000000e+00;3,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;3;2023;casos
;;;;;;;;2,00000000000000e+00;2,00000000000000e+00;3,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;4;2023;casos
;;;;;;;;3,00000000000000e+00;3,00000000000000e+00;3,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;5;2023;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;3,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;6;2023;casos
;;;;;;;;1,00000000000000e+00;1,00000000000000e+00;3,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;7;2023;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;3,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;8;2023;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;4,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;9;2023;casos
;;;;;;;;4,00000000000000e+00;4,00000000000000e+00;4,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;10;2023;casos
;;;;;;;;5,00000000000000e+00;5,00000000000000e+00;4,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;11;2023;casos
;;;;;;;;3,00000000000000e+00;3,00000000000000e+00;7,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;12;2023;casos
;;;;;;;;1,40000000000000e+01;1,40000000000000e+01;9,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;13;2023;casos
;;;;;;;;1,00000000000000e+01;1,00000000000000e+01;1,10000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;14;2023;casos
;;;;;;;;8,00000000000000e+00;8,00000000000000e+00;1,10000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;15;2023;casos
;;;;;;;;1,50000000000000e+01;1,50000000000000e+01;1,10000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;16;2023;casos
;;;;;;;;9,00000000000000e+00;9,00000000000000e+00;1,70000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;17;2023;casos
;;;;;;;;2,80000000000000e+01;2,80000000000000e+01;1,50000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;18;2023;casos
;;;;;;;;9,00000000000000e+00;9,00000000000000e+00;1,70000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;19;2023;casos
;;;;;;;;1,30000000000000e+01;1,30000000000000e+01;1,30000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;20;2023;casos
;;;;;;;;1,70000000000000e+01;1,70000000000000e+01;1,40000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;21;2023;casos
;;;;;;;;1,20000000000000e+01;1,20000000000000e+01;1,60000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;22;2023;casos
;;;;;;;;1,80000000000000e+01;1,80000000000000e+01;1,20000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;23;2023;casos
;;;;;;;;6,00000000000000e+00;6,00000000000000e+00;1,30000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;24;2023;casos
;;;;;;;;1,60000000000000e+01;1,60000000000000e+01;1,10000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;25;2023;casos
;;;;;;;;1,20000000000000e+01;1,20000000000000e+01;1,40000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;26;2023;casos
;;;;;;;;1,30000000000000e+01;1,30000000000000e+01;1,60000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;27;2023;casos
;;;;;;;;2,20000000000000e+01;2,20000000000000e+01;1,50000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;28;2023;casos
;;;;;;;;1,00000000000000e+01;1,00000000000000e+01;1,40000000000000e+01;;;110020;PORTO VELHO;11;RO;529544;0;29;2023;casos
;;;;;;;;9,00000000000000e+00;9,00000000000000e+00;8,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;30;2023;casos
;;;;;;;;6,00000000000000e+00;6,00000000000000e+00;8,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;31;2023;casos
;;;;;;;;9,00000000000000e+00;9,00000000000000e+00;8,00000000000000e+00;;;110020;PORTO VELHO;11;RO;529544;0;32;2023;casos
