"Muito_baixo","baixo","moderado","alto","muito_alto","regiao","cod_regiao","escala","escala_reg"
"0","0.660665149040357","1.17395962838737","1.84168995458456","2.55618772097292","RO",11,"incidencia","UF"
"1.25487404486973","2.68086727767625","3.6989278411134","5.23585341829587","7.30005285629357","AC",12,"incidencia","UF"
"0.306562488872371","0.781860747337268","1.1908773606196","1.80272715248512","2.61803151920794","AM",13,"incidencia","UF"
"0","0.789779038963901","1.41669653521158","2.26455509379398","3.66763990967538","RR",14,"incidencia","UF"
"0.245039553467922","0.561316982247081","0.816006861458715","1.07937215359118","1.39818971289983","PA",15,"incidencia","UF"
"0","2.67800313139529","5.43072831239794","10.6366471286058","17.0812039182905","AP",16,"incidencia","UF"
"0","0.286898799475561","0.605898678831449","1.04606356769806","1.87023486346018","TO",17,"incidencia","UF"
"0.0998436733343223","0.278385203677431","0.435033148099547","0.628152910703541","0.850232356356816","MA",21,"incidencia","UF"
"0.0888718781531002","0.490108615412542","0.873906801838818","1.33862731606179","1.88923823860062","PI",22,"incidencia","UF"
"0.509007483059798","1.11437302810773","1.69384988356382","2.48441968591065","3.32819560965598","CE",23,"incidencia","UF"
"0.174607525933583","0.83037494913848","1.33865769882413","1.92297914462682","2.71998256779121","RN",24,"incidencia","UF"
"0.121772244014042","0.945238918043315","1.88333167269584","2.83672948850615","4.06344556986892","PB",25,"incidencia","UF"
"0.398363397364658","1.17715276804846","1.8571928294254","2.52817173364952","3.57104257377995","PE",26,"incidencia","UF"
"0.0931646928173748","0.45041239464367","0.823149778968881","1.28946821398709","2.15947086438803","AL",27,"incidencia","UF"
"0.306749272785117","1.39958957294742","2.25624433789846","3.22678031312752","4.9645126549968","SE",28,"incidencia","UF"
"0.329954931523241","0.715234482857134","1.0377552867246","1.31308595198024","1.71374551168704","BA",29,"incidencia","UF"
"0.729500986967771","1.52888769996245","2.14091176390447","3.10693899884132","4.28030425904203","MG",31,"incidencia","UF"
"0.394972688872854","0.725945710744317","1.10377191129187","1.54534231734047","2.02333958780916","ES",32,"incidencia","UF"
"0.30778738674513","0.80749105384147","1.21393739059473","1.60917281952581","2.41114214932116","RJ",33,"incidencia","UF"
"0.643853459474667","1.74353284189484","2.41659733579359","3.11454770798368","4.35096520806425","SP",35,"incidencia","UF"
"0.964086509004695","1.9653114865565","2.9858453824809","4.10383666814546","6.10523491164138","PR",41,"incidencia","UF"
"0.555050123549112","1.16055934923905","1.69810211719139","2.2585409910696","2.95125690440372","SC",42,"incidencia","UF"
"0.525739305304121","1.34999160599279","1.97324288535691","2.63781940749859","3.43837281741462","RS",43,"incidencia","UF"
"1.20610842225511","2.44961012978069","3.61312239733212","4.96227465156389","6.54966680090299","MS",50,"incidencia","UF"
"0","0.247628049115851","0.48582480439965","0.814452554781022","1.1470365867642","MT",51,"incidencia","UF"
"0.426148294382692","0.787476025237341","1.14059534526741","1.57502192605218","2.28432436906128","GO",52,"incidencia","UF"
"1.57569117525776","2.97467218375397","4.33581367613635","5.92925316843362","7.81491912411201","DF",53,"incidencia","UF"
"0","12","21","32","45","RO",11,"casos","UF"
"11","24","33","46","65","AC",12,"casos","UF"
"13","34","51","78","113","AM",13,"casos","UF"
"0","6","10","17","27","RR",14,"casos","UF"
"21","49","71","94","122","PA",15,"casos","UF"
"0","22","44","86","138","AP",16,"casos","UF"
"0","5","10","17","30","TO",17,"casos","UF"
"7","20","31","44","60","MA",21,"casos","UF"
"3","17","30","45","64","PI",22,"casos","UF"
"47","103","157","230","308","CE",23,"casos","UF"
"6","29","46","66","94","RN",24,"casos","UF"
"5","39","78","118","169","PB",25,"casos","UF"
"38","113","178","242","341","PE",26,"casos","UF"
"3","15","27","42","70","AL",27,"casos","UF"
"7","32","52","74","114","SE",28,"casos","UF"
"49","106","154","195","255","BA",29,"casos","UF"
"156","327","458","665","916","MG",31,"casos","UF"
"16","30","46","64","84","ES",32,"casos","UF"
"53","139","209","277","415","RJ",33,"casos","UF"
"297","803","1114","1435","2005","SP",35,"casos","UF"
"115","234","355","488","726","PR",41,"casos","UF"
"45","95","139","185","242","SC",42,"casos","UF"
"59","152","222","296","386","RS",43,"casos","UF"
"35","72","106","145","192","MS",50,"casos","UF"
"0","10","19","32","45","MT",51,"casos","UF"
"32","58","85","117","170","GO",52,"casos","UF"
"47","89","130","178","234","DF",53,"casos","UF"
"0.205063636372957","0.919929419825879","1.68900012031906","2.56556560651273","4.19792652975159","Porto Velho - RO",110020,"incidencia","capital"
"0.515660612811072","2.25685987507994","3.50934002354207","4.99195748199114","7.06427797393279","Rio Branco - AC",120040,"incidencia","capital"
"0.230235703801767","0.8541718948348","1.33790355338411","2.0658136633251","2.99589340916813","Manaus - AM",130260,"incidencia","capital"
"0.22633267508247","1.0154160129961","1.63862591166817","2.37902292268506","3.82841063532474","Boa Vista - RR",140010,"incidencia","capital"
"0.148042106135827","0.790727000379259","1.28131800553701","1.81779942555257","2.46687417011135","Belém - PA",150140,"incidencia","capital"
"0.215023012837949","2.36042692939245","5.24858485684685","11.2644030044844","16.879306507779","Macapá - AP",160030,"incidencia","capital"
"0.308999613750483","0.474184025627903","0.793868244380564","1.43323668188589","2.54678914501911","Palmas - TO",172100,"incidencia","capital"
"0.0940808116539783","0.422487376246744","0.789904520391092","1.26968865435812","2.02273745056053","São Luís - MA",211130,"incidencia","capital"
"0.230866905229135","1.07337877425453","1.8651456246478","2.79965980693725","4.18328675187004","Teresina - PI",221100,"incidencia","capital"
